sourceRow,code,label,rowType,block,year,value,state
40,,TOTAL,source-total-or-aggregate,totalEmployment,1909,2325725,
40,,TOTAL,source-total-or-aggregate,male,1807,,blank
40,,TOTAL,source-total-or-aggregate,male,1849,905254,
40,,TOTAL,source-total-or-aggregate,male,1859,982755,
40,,TOTAL,source-total-or-aggregate,male,1889,1311366,
40,,TOTAL,source-total-or-aggregate,male,1899,1501900,
40,,TOTAL,source-total-or-aggregate,male,1909,1722808,
40,,TOTAL,source-total-or-aggregate,female,1807,,blank
40,,TOTAL,source-total-or-aggregate,female,1849,365510,
40,,TOTAL,source-total-or-aggregate,female,1859,361912,
40,,TOTAL,source-total-or-aggregate,female,1889,448656,
40,,TOTAL,source-total-or-aggregate,female,1899,525056,
40,,TOTAL,source-total-or-aggregate,female,1909,602917,
42,,population,source-total-or-aggregate,totalEmployment,1807,2163092,
42,,population,source-total-or-aggregate,totalEmployment,1849,3081118,
42,,population,source-total-or-aggregate,totalEmployment,1859,3308969,
42,,population,source-total-or-aggregate,totalEmployment,1889,4511415,
42,,population,source-total-or-aggregate,totalEmployment,1899,5103979,
42,,population,source-total-or-aggregate,totalEmployment,1909,5898429,
42,,population,source-total-or-aggregate,male,1807,,blank
42,,population,source-total-or-aggregate,male,1849,,blank
42,,population,source-total-or-aggregate,male,1859,,blank
42,,population,source-total-or-aggregate,male,1889,,blank
42,,population,source-total-or-aggregate,male,1899,,blank
42,,population,source-total-or-aggregate,male,1909,,blank
42,,population,source-total-or-aggregate,female,1807,,blank
42,,population,source-total-or-aggregate,female,1849,,blank
42,,population,source-total-or-aggregate,female,1859,,blank
42,,population,source-total-or-aggregate,female,1889,,blank
42,,population,source-total-or-aggregate,female,1899,,blank
42,,population,source-total-or-aggregate,female,1909,,blank
45,,primary,source-total-or-aggregate,totalEmployment,1807,374533,
45,,primary,source-total-or-aggregate,totalEmployment,1849,506002,
45,,primary,source-total-or-aggregate,totalEmployment,1859,536130,
45,,primary,source-total-or-aggregate,totalEmployment,1889,633448,
45,,primary,source-total-or-aggregate,totalEmployment,1899,681674,
45,,primary,source-total-or-aggregate,totalEmployment,1909,699689,
45,,primary,source-total-or-aggregate,male,1807,,blank
45,,primary,source-total-or-aggregate,male,1849,333446,
45,,primary,source-total-or-aggregate,male,1859,361304,
45,,primary,source-total-or-aggregate,male,1889,463554,
45,,primary,source-total-or-aggregate,male,1899,508301,
45,,primary,source-total-or-aggregate,male,1909,523529,
45,,primary,source-total-or-aggregate,female,1807,,blank
45,,primary,source-total-or-aggregate,female,1849,172556,
45,,primary,source-total-or-aggregate,female,1859,174826,
45,,primary,source-total-or-aggregate,female,1889,169894,
45,,primary,source-total-or-aggregate,female,1899,173373,
45,,primary,source-total-or-aggregate,female,1909,176160,
46,,secondary,source-total-or-aggregate,totalEmployment,1807,227690,
46,,secondary,source-total-or-aggregate,totalEmployment,1849,389350,
46,,secondary,source-total-or-aggregate,totalEmployment,1859,415480,
46,,secondary,source-total-or-aggregate,totalEmployment,1889,547810,
46,,secondary,source-total-or-aggregate,totalEmployment,1899,652111,
46,,secondary,source-total-or-aggregate,totalEmployment,1909,789056,
46,,secondary,source-total-or-aggregate,male,1807,,blank
46,,secondary,source-total-or-aggregate,male,1849,329125,
46,,secondary,source-total-or-aggregate,male,1859,357901,
46,,secondary,source-total-or-aggregate,male,1889,482122,
46,,secondary,source-total-or-aggregate,male,1899,564912,
46,,secondary,source-total-or-aggregate,male,1909,674705,
46,,secondary,source-total-or-aggregate,female,1807,,blank
46,,secondary,source-total-or-aggregate,female,1849,60225,
46,,secondary,source-total-or-aggregate,female,1859,57579,
46,,secondary,source-total-or-aggregate,female,1889,65688,
46,,secondary,source-total-or-aggregate,female,1899,87199,
46,,secondary,source-total-or-aggregate,female,1909,114351,
47,,tertiary,source-total-or-aggregate,totalEmployment,1807,267644,
47,,tertiary,source-total-or-aggregate,totalEmployment,1849,360855,
47,,tertiary,source-total-or-aggregate,totalEmployment,1859,375301,
47,,tertiary,source-total-or-aggregate,totalEmployment,1889,553776,
47,,tertiary,source-total-or-aggregate,totalEmployment,1899,665487,
47,,tertiary,source-total-or-aggregate,totalEmployment,1909,814840,
47,,tertiary,source-total-or-aggregate,male,1807,,blank
47,,tertiary,source-total-or-aggregate,male,1849,228468,
47,,tertiary,source-total-or-aggregate,male,1859,246304,
47,,tertiary,source-total-or-aggregate,male,1889,341237,
47,,tertiary,source-total-or-aggregate,male,1899,401080,
47,,tertiary,source-total-or-aggregate,male,1909,502464,
47,,tertiary,source-total-or-aggregate,female,1807,,blank
47,,tertiary,source-total-or-aggregate,female,1849,132387,
47,,tertiary,source-total-or-aggregate,female,1859,128997,
47,,tertiary,source-total-or-aggregate,female,1889,212539,
47,,tertiary,source-total-or-aggregate,female,1899,264407,
47,,tertiary,source-total-or-aggregate,female,1909,312376,
50,,Agriculture and fishing,source-total-or-aggregate,totalEmployment,1807,374533,
50,,Agriculture and fishing,source-total-or-aggregate,totalEmployment,1849,506002,
50,,Agriculture and fishing,source-total-or-aggregate,totalEmployment,1859,536130,
50,,Agriculture and fishing,source-total-or-aggregate,totalEmployment,1889,633448,
50,,Agriculture and fishing,source-total-or-aggregate,totalEmployment,1899,681674,
50,,Agriculture and fishing,source-total-or-aggregate,totalEmployment,1909,699689,
50,,Agriculture and fishing,source-total-or-aggregate,male,1807,,blank
50,,Agriculture and fishing,source-total-or-aggregate,male,1849,333446,
50,,Agriculture and fishing,source-total-or-aggregate,male,1859,361304,
50,,Agriculture and fishing,source-total-or-aggregate,male,1889,463554,
50,,Agriculture and fishing,source-total-or-aggregate,male,1899,508301,
50,,Agriculture and fishing,source-total-or-aggregate,male,1909,523529,
50,,Agriculture and fishing,source-total-or-aggregate,female,1807,,blank
50,,Agriculture and fishing,source-total-or-aggregate,female,1849,172556,
50,,Agriculture and fishing,source-total-or-aggregate,female,1859,174826,
50,,Agriculture and fishing,source-total-or-aggregate,female,1889,169894,
50,,Agriculture and fishing,source-total-or-aggregate,female,1899,173373,
50,,Agriculture and fishing,source-total-or-aggregate,female,1909,176160,
52,,Industry,source-total-or-aggregate,totalEmployment,1807,227690,
52,,Industry,source-total-or-aggregate,totalEmployment,1849,389350,
52,,Industry,source-total-or-aggregate,totalEmployment,1859,415480,
52,,Industry,source-total-or-aggregate,totalEmployment,1889,547810,
52,,Industry,source-total-or-aggregate,totalEmployment,1899,652111,
52,,Industry,source-total-or-aggregate,totalEmployment,1909,789056,
52,,Industry,source-total-or-aggregate,male,1807,,blank
52,,Industry,source-total-or-aggregate,male,1849,329125,
52,,Industry,source-total-or-aggregate,male,1859,357901,
52,,Industry,source-total-or-aggregate,male,1889,482122,
52,,Industry,source-total-or-aggregate,male,1899,564912,
52,,Industry,source-total-or-aggregate,male,1909,674705,
52,,Industry,source-total-or-aggregate,female,1807,,blank
52,,Industry,source-total-or-aggregate,female,1849,60225,
52,,Industry,source-total-or-aggregate,female,1859,57579,
52,,Industry,source-total-or-aggregate,female,1889,65688,
52,,Industry,source-total-or-aggregate,female,1899,87199,
52,,Industry,source-total-or-aggregate,female,1909,114351,
53,,building & construction,source-total-or-aggregate,totalEmployment,1807,58224,
53,,building & construction,source-total-or-aggregate,totalEmployment,1849,82935,
53,,building & construction,source-total-or-aggregate,totalEmployment,1859,91004,
53,,building & construction,source-total-or-aggregate,totalEmployment,1889,123680,
53,,building & construction,source-total-or-aggregate,totalEmployment,1899,140405,
53,,building & construction,source-total-or-aggregate,totalEmployment,1909,162164,
53,,building & construction,source-total-or-aggregate,male,1807,,blank
53,,building & construction,source-total-or-aggregate,male,1849,82671,
53,,building & construction,source-total-or-aggregate,male,1859,90725,
53,,building & construction,source-total-or-aggregate,male,1889,123339,
53,,building & construction,source-total-or-aggregate,male,1899,139892,
53,,building & construction,source-total-or-aggregate,male,1909,161645,
53,,building & construction,source-total-or-aggregate,female,1807,,blank
53,,building & construction,source-total-or-aggregate,female,1849,264,
53,,building & construction,source-total-or-aggregate,female,1859,279,
53,,building & construction,source-total-or-aggregate,female,1889,341,
53,,building & construction,source-total-or-aggregate,female,1899,513,
53,,building & construction,source-total-or-aggregate,female,1909,519,
54,,clothing & cleaning,source-total-or-aggregate,totalEmployment,1807,34825,
54,,clothing & cleaning,source-total-or-aggregate,totalEmployment,1849,70728,
54,,clothing & cleaning,source-total-or-aggregate,totalEmployment,1859,71572,
54,,clothing & cleaning,source-total-or-aggregate,totalEmployment,1889,77299,
54,,clothing & cleaning,source-total-or-aggregate,totalEmployment,1899,92700,
54,,clothing & cleaning,source-total-or-aggregate,totalEmployment,1909,109888,
54,,clothing & cleaning,source-total-or-aggregate,male,1807,,blank
54,,clothing & cleaning,source-total-or-aggregate,male,1849,29485,
54,,clothing & cleaning,source-total-or-aggregate,male,1859,32282,
54,,clothing & cleaning,source-total-or-aggregate,male,1889,34109,
54,,clothing & cleaning,source-total-or-aggregate,male,1899,36857,
54,,clothing & cleaning,source-total-or-aggregate,male,1909,39997,
54,,clothing & cleaning,source-total-or-aggregate,female,1807,,blank
54,,clothing & cleaning,source-total-or-aggregate,female,1849,41243,
54,,clothing & cleaning,source-total-or-aggregate,female,1859,39290,
54,,clothing & cleaning,source-total-or-aggregate,female,1889,43190,
54,,clothing & cleaning,source-total-or-aggregate,female,1899,55843,
54,,clothing & cleaning,source-total-or-aggregate,female,1909,69891,
55,,textile,source-total-or-aggregate,totalEmployment,1807,39516,
55,,textile,source-total-or-aggregate,totalEmployment,1849,44898,
55,,textile,source-total-or-aggregate,totalEmployment,1859,45545,
55,,textile,source-total-or-aggregate,totalEmployment,1889,44375,
55,,textile,source-total-or-aggregate,totalEmployment,1899,49198,
55,,textile,source-total-or-aggregate,totalEmployment,1909,60098,
55,,textile,source-total-or-aggregate,male,1807,,blank
55,,textile,source-total-or-aggregate,male,1849,32321,
55,,textile,source-total-or-aggregate,male,1859,33076,
55,,textile,source-total-or-aggregate,male,1889,33569,
55,,textile,source-total-or-aggregate,male,1899,34596,
55,,textile,source-total-or-aggregate,male,1909,40224,
55,,textile,source-total-or-aggregate,female,1807,,blank
55,,textile,source-total-or-aggregate,female,1849,12577,
55,,textile,source-total-or-aggregate,female,1859,12469,
55,,textile,source-total-or-aggregate,female,1889,10806,
55,,textile,source-total-or-aggregate,female,1899,14602,
55,,textile,source-total-or-aggregate,female,1909,19874,
56,,mining,source-total-or-aggregate,totalEmployment,1807,1810,
56,,mining,source-total-or-aggregate,totalEmployment,1849,2509,
56,,mining,source-total-or-aggregate,totalEmployment,1859,2258,
56,,mining,source-total-or-aggregate,totalEmployment,1889,15159,
56,,mining,source-total-or-aggregate,totalEmployment,1899,16462,
56,,mining,source-total-or-aggregate,totalEmployment,1909,23428,
56,,mining,source-total-or-aggregate,male,1807,,blank
56,,mining,source-total-or-aggregate,male,1849,2216,
56,,mining,source-total-or-aggregate,male,1859,2212,
56,,mining,source-total-or-aggregate,male,1889,13072,
56,,mining,source-total-or-aggregate,male,1899,14943,
56,,mining,source-total-or-aggregate,male,1909,20795,
56,,mining,source-total-or-aggregate,female,1807,,blank
56,,mining,source-total-or-aggregate,female,1849,293,
56,,mining,source-total-or-aggregate,female,1859,46,
56,,mining,source-total-or-aggregate,female,1889,2087,
56,,mining,source-total-or-aggregate,female,1899,1519,
56,,mining,source-total-or-aggregate,female,1909,2633,
57,,metal & shipbuilding,source-total-or-aggregate,totalEmployment,1807,12845,
57,,metal & shipbuilding,source-total-or-aggregate,totalEmployment,1849,44729,
57,,metal & shipbuilding,source-total-or-aggregate,totalEmployment,1859,49976,
57,,metal & shipbuilding,source-total-or-aggregate,totalEmployment,1889,67055,
57,,metal & shipbuilding,source-total-or-aggregate,totalEmployment,1899,89571,
57,,metal & shipbuilding,source-total-or-aggregate,totalEmployment,1909,117441,
57,,metal & shipbuilding,source-total-or-aggregate,male,1807,,blank
57,,metal & shipbuilding,source-total-or-aggregate,male,1849,44161,
57,,metal & shipbuilding,source-total-or-aggregate,male,1859,49515,
57,,metal & shipbuilding,source-total-or-aggregate,male,1889,66453,
57,,metal & shipbuilding,source-total-or-aggregate,male,1899,88335,
57,,metal & shipbuilding,source-total-or-aggregate,male,1909,114843,
57,,metal & shipbuilding,source-total-or-aggregate,female,1807,,blank
57,,metal & shipbuilding,source-total-or-aggregate,female,1849,568,
57,,metal & shipbuilding,source-total-or-aggregate,female,1859,461,
57,,metal & shipbuilding,source-total-or-aggregate,female,1889,602,
57,,metal & shipbuilding,source-total-or-aggregate,female,1899,1236,
57,,metal & shipbuilding,source-total-or-aggregate,female,1909,2598,
58,,food & stimulants,source-total-or-aggregate,totalEmployment,1807,27401,
58,,food & stimulants,source-total-or-aggregate,totalEmployment,1849,57684,
58,,food & stimulants,source-total-or-aggregate,totalEmployment,1859,62438,
58,,food & stimulants,source-total-or-aggregate,totalEmployment,1889,92761,
58,,food & stimulants,source-total-or-aggregate,totalEmployment,1899,117229,
58,,food & stimulants,source-total-or-aggregate,totalEmployment,1909,137556,
58,,food & stimulants,source-total-or-aggregate,male,1807,,blank
58,,food & stimulants,source-total-or-aggregate,male,1849,55421,
58,,food & stimulants,source-total-or-aggregate,male,1859,60756,
58,,food & stimulants,source-total-or-aggregate,male,1889,89393,
58,,food & stimulants,source-total-or-aggregate,male,1899,112115,
58,,food & stimulants,source-total-or-aggregate,male,1909,130274,
58,,food & stimulants,source-total-or-aggregate,female,1807,,blank
58,,food & stimulants,source-total-or-aggregate,female,1849,2263,
58,,food & stimulants,source-total-or-aggregate,female,1859,1682,
58,,food & stimulants,source-total-or-aggregate,female,1889,3368,
58,,food & stimulants,source-total-or-aggregate,female,1899,5114,
58,,food & stimulants,source-total-or-aggregate,female,1909,7282,
59,,other,source-total-or-aggregate,totalEmployment,1807,53069,
59,,other,source-total-or-aggregate,totalEmployment,1849,85867,
59,,other,source-total-or-aggregate,totalEmployment,1859,92687,
59,,other,source-total-or-aggregate,totalEmployment,1889,127481,
59,,other,source-total-or-aggregate,totalEmployment,1899,146546,
59,,other,source-total-or-aggregate,totalEmployment,1909,178481,
59,,other,source-total-or-aggregate,male,1807,,blank
59,,other,source-total-or-aggregate,male,1849,82850,
59,,other,source-total-or-aggregate,male,1859,89335,
59,,other,source-total-or-aggregate,male,1889,122187,
59,,other,source-total-or-aggregate,male,1899,138174,
59,,other,source-total-or-aggregate,male,1909,166927,
59,,other,source-total-or-aggregate,female,1807,,blank
59,,other,source-total-or-aggregate,female,1849,3017,
59,,other,source-total-or-aggregate,female,1859,3352,
59,,other,source-total-or-aggregate,female,1889,5294,
59,,other,source-total-or-aggregate,female,1899,8372,
59,,other,source-total-or-aggregate,female,1909,11554,
61,,Services,source-total-or-aggregate,totalEmployment,1807,267644,
61,,Services,source-total-or-aggregate,totalEmployment,1849,360855,
61,,Services,source-total-or-aggregate,totalEmployment,1859,375301,
61,,Services,source-total-or-aggregate,totalEmployment,1889,553776,
61,,Services,source-total-or-aggregate,totalEmployment,1899,665487,
61,,Services,source-total-or-aggregate,totalEmployment,1909,814840,
61,,Services,source-total-or-aggregate,male,1807,,blank
61,,Services,source-total-or-aggregate,male,1849,228468,
61,,Services,source-total-or-aggregate,male,1859,246304,
61,,Services,source-total-or-aggregate,male,1889,341237,
61,,Services,source-total-or-aggregate,male,1899,401080,
61,,Services,source-total-or-aggregate,male,1909,502464,
61,,Services,source-total-or-aggregate,female,1807,,blank
61,,Services,source-total-or-aggregate,female,1849,132387,
61,,Services,source-total-or-aggregate,female,1859,128997,
61,,Services,source-total-or-aggregate,female,1889,212539,
61,,Services,source-total-or-aggregate,female,1899,264407,
61,,Services,source-total-or-aggregate,female,1909,312376,
62,,distributive,source-total-or-aggregate,totalEmployment,1807,101350,
62,,distributive,source-total-or-aggregate,totalEmployment,1849,164348,
62,,distributive,source-total-or-aggregate,totalEmployment,1859,175327,
62,,distributive,source-total-or-aggregate,totalEmployment,1889,243592,
62,,distributive,source-total-or-aggregate,totalEmployment,1899,304539,
62,,distributive,source-total-or-aggregate,totalEmployment,1909,381962,
62,,distributive,source-total-or-aggregate,male,1807,,blank
62,,distributive,source-total-or-aggregate,male,1849,141860,
62,,distributive,source-total-or-aggregate,male,1859,154107,
62,,distributive,source-total-or-aggregate,male,1889,211276,
62,,distributive,source-total-or-aggregate,male,1899,262733,
62,,distributive,source-total-or-aggregate,male,1909,331802,
62,,distributive,source-total-or-aggregate,female,1807,,blank
62,,distributive,source-total-or-aggregate,female,1849,22488,
62,,distributive,source-total-or-aggregate,female,1859,21220,
62,,distributive,source-total-or-aggregate,female,1889,32316,
62,,distributive,source-total-or-aggregate,female,1899,41806,
62,,distributive,source-total-or-aggregate,female,1909,50160,
63,,producer,source-total-or-aggregate,totalEmployment,1807,3883,
63,,producer,source-total-or-aggregate,totalEmployment,1849,7517,
63,,producer,source-total-or-aggregate,totalEmployment,1859,7264,
63,,producer,source-total-or-aggregate,totalEmployment,1889,18129,
63,,producer,source-total-or-aggregate,totalEmployment,1899,21136,
63,,producer,source-total-or-aggregate,totalEmployment,1909,34487,
63,,producer,source-total-or-aggregate,male,1807,,blank
63,,producer,source-total-or-aggregate,male,1849,7025,
63,,producer,source-total-or-aggregate,male,1859,7037,
63,,producer,source-total-or-aggregate,male,1889,16499,
63,,producer,source-total-or-aggregate,male,1899,20248,
63,,producer,source-total-or-aggregate,male,1909,32141,
63,,producer,source-total-or-aggregate,female,1807,,blank
63,,producer,source-total-or-aggregate,female,1849,492,
63,,producer,source-total-or-aggregate,female,1859,227,
63,,producer,source-total-or-aggregate,female,1889,1630,
63,,producer,source-total-or-aggregate,female,1899,888,
63,,producer,source-total-or-aggregate,female,1909,2346,
64,,social,source-total-or-aggregate,totalEmployment,1807,45863,
64,,social,source-total-or-aggregate,totalEmployment,1849,61393,
64,,social,source-total-or-aggregate,totalEmployment,1859,66256,
64,,social,source-total-or-aggregate,totalEmployment,1889,104044,
64,,social,source-total-or-aggregate,totalEmployment,1899,117587,
64,,social,source-total-or-aggregate,totalEmployment,1909,152411,
64,,social,source-total-or-aggregate,male,1807,,blank
64,,social,source-total-or-aggregate,male,1849,57688,
64,,social,source-total-or-aggregate,male,1859,62567,
64,,social,source-total-or-aggregate,male,1889,87359,
64,,social,source-total-or-aggregate,male,1899,92868,
64,,social,source-total-or-aggregate,male,1909,110020,
64,,social,source-total-or-aggregate,female,1807,,blank
64,,social,source-total-or-aggregate,female,1849,3705,
64,,social,source-total-or-aggregate,female,1859,3689,
64,,social,source-total-or-aggregate,female,1889,16685,
64,,social,source-total-or-aggregate,female,1899,24719,
64,,social,source-total-or-aggregate,female,1909,42391,
65,,private,source-total-or-aggregate,totalEmployment,1807,116548,
65,,private,source-total-or-aggregate,totalEmployment,1849,127597,
65,,private,source-total-or-aggregate,totalEmployment,1859,126454,
65,,private,source-total-or-aggregate,totalEmployment,1889,188011,
65,,private,source-total-or-aggregate,totalEmployment,1899,222225,
65,,private,source-total-or-aggregate,totalEmployment,1909,245980,
65,,private,source-total-or-aggregate,male,1807,,blank
65,,private,source-total-or-aggregate,male,1849,21895,
65,,private,source-total-or-aggregate,male,1859,22593,
65,,private,source-total-or-aggregate,male,1889,26103,
65,,private,source-total-or-aggregate,male,1899,25231,
65,,private,source-total-or-aggregate,male,1909,28501,
65,,private,source-total-or-aggregate,female,1807,,blank
65,,private,source-total-or-aggregate,female,1849,105702,
65,,private,source-total-or-aggregate,female,1859,103861,
65,,private,source-total-or-aggregate,female,1889,161908,
65,,private,source-total-or-aggregate,female,1899,196994,
65,,private,source-total-or-aggregate,female,1909,217479,
67,,Total,source-total-or-aggregate,totalEmployment,1807,869867,
67,,Total,source-total-or-aggregate,totalEmployment,1849,1256207,
67,,Total,source-total-or-aggregate,totalEmployment,1859,1326911,
67,,Total,source-total-or-aggregate,totalEmployment,1889,1735034,
67,,Total,source-total-or-aggregate,totalEmployment,1899,1999272,
67,,Total,source-total-or-aggregate,totalEmployment,1909,2303585,
67,,Total,source-total-or-aggregate,male,1807,,blank
67,,Total,source-total-or-aggregate,male,1849,891039,
67,,Total,source-total-or-aggregate,male,1859,965509,
67,,Total,source-total-or-aggregate,male,1889,1286913,
67,,Total,source-total-or-aggregate,male,1899,1474293,
67,,Total,source-total-or-aggregate,male,1909,1700698,
67,,Total,source-total-or-aggregate,female,1807,,blank
67,,Total,source-total-or-aggregate,female,1849,365168,
67,,Total,source-total-or-aggregate,female,1859,361402,
67,,Total,source-total-or-aggregate,female,1889,448121,
67,,Total,source-total-or-aggregate,female,1899,524979,
67,,Total,source-total-or-aggregate,female,1909,602887,
