observation,period_start,period_end,concept,value,unit,literal_state,territory_version,population_universe,reference_time,source,locator
observation:dg1c:fr-sgf-annuaire-table34-natural-births-male-1892,1892,1892,live-birth,37540,events,,territory-version:france:annuaire-table34:1881-1898:statistical,source-defined-unresolved,,source:sgf-annuaire-france-1899,"Annuaire statistique 1899, printed p.32, table 34, canvas f64, number of natural male births column; exact row/cell: table 34 row 1892, number of natural male births column"
observation:dg1c:fr-sgf-annuaire-table34-natural-births-male-1893,1893,1893,live-birth,38799,events,,territory-version:france:annuaire-table34:1881-1898:statistical,source-defined-unresolved,,source:sgf-annuaire-france-1899,"Annuaire statistique 1899, printed p.32, table 34, canvas f64, number of natural male births column; exact row/cell: table 34 row 1893, number of natural male births column"
observation:dg1c:fr-sgf-annuaire-table34-natural-births-male-1894,1894,1894,live-birth,38932,events,,territory-version:france:annuaire-table34:1881-1898:statistical,source-defined-unresolved,,source:sgf-annuaire-france-1899,"Annuaire statistique 1899, printed p.32, table 34, canvas f64, number of natural male births column; exact row/cell: table 34 row 1894, number of natural male births column"
observation:dg1c:fr-sgf-annuaire-table34-natural-births-male-1895,1895,1895,live-birth,37214,events,,territory-version:france:annuaire-table34:1881-1898:statistical,source-defined-unresolved,,source:sgf-annuaire-france-1899,"Annuaire statistique 1899, printed p.32, table 34, canvas f64, number of natural male births column; exact row/cell: table 34 row 1895, number of natural male births column"
observation:dg1c:fr-sgf-annuaire-table34-natural-births-male-1896,1896,1896,live-birth,38526,events,,territory-version:france:annuaire-table34:1881-1898:statistical,source-defined-unresolved,,source:sgf-annuaire-france-1899,"Annuaire statistique 1899, printed p.32, table 34, canvas f64, number of natural male births column; exact row/cell: table 34 row 1896, number of natural male births column"
observation:dg1c:fr-sgf-annuaire-table34-natural-births-male-1897,1897,1897,live-birth,38543,events,,territory-version:france:annuaire-table34:1881-1898:statistical,source-defined-unresolved,,source:sgf-annuaire-france-1899,"Annuaire statistique 1899, printed p.32, table 34, canvas f64, number of natural male births column; exact row/cell: table 34 row 1897, number of natural male births column"
observation:dg1c:fr-sgf-annuaire-table34-natural-births-male-1898,1898,1898,live-birth,37739,events,,territory-version:france:annuaire-table34:1881-1898:statistical,source-defined-unresolved,,source:sgf-annuaire-france-1899,"Annuaire statistique 1899, printed p.32, table 34, canvas f64, number of natural male births column; exact row/cell: table 34 row 1898, number of natural male births column"
observation:dg1c:fr-sgf-annuaire-table34-stillbirths-female-1881,1881,1881,stillbirth,18232,events,,territory-version:france:annuaire-table34:1881-1898:statistical,source-defined-unresolved,,source:sgf-annuaire-france-1899,"Annuaire statistique 1899, printed p.32, table 34, canvas f64, number of female stillbirths column; exact row/cell: table 34 row 1881, number of female stillbirths column"
observation:dg1c:fr-sgf-annuaire-table34-stillbirths-female-1882,1882,1882,stillbirth,18051,events,,territory-version:france:annuaire-table34:1881-1898:statistical,source-defined-unresolved,,source:sgf-annuaire-france-1899,"Annuaire statistique 1899, printed p.32, table 34, canvas f64, number of female stillbirths column; exact row/cell: table 34 row 1882, number of female stillbirths column"
observation:dg1c:fr-sgf-annuaire-table34-stillbirths-female-1883,1883,1883,stillbirth,17932,events,,territory-version:france:annuaire-table34:1881-1898:statistical,source-defined-unresolved,,source:sgf-annuaire-france-1899,"Annuaire statistique 1899, printed p.32, table 34, canvas f64, number of female stillbirths column; exact row/cell: table 34 row 1883, number of female stillbirths column"
observation:dg1c:fr-sgf-annuaire-table34-stillbirths-female-1884,1884,1884,stillbirth,18819,events,,territory-version:france:annuaire-table34:1881-1898:statistical,source-defined-unresolved,,source:sgf-annuaire-france-1899,"Annuaire statistique 1899, printed p.32, table 34, canvas f64, number of female stillbirths column; exact row/cell: table 34 row 1884, number of female stillbirths column"
observation:dg1c:fr-sgf-annuaire-table34-stillbirths-female-1885,1885,1885,stillbirth,17975,events,,territory-version:france:annuaire-table34:1881-1898:statistical,source-defined-unresolved,,source:sgf-annuaire-france-1899,"Annuaire statistique 1899, printed p.32, table 34, canvas f64, number of female stillbirths column; exact row/cell: table 34 row 1885, number of female stillbirths column"
observation:dg1c:fr-sgf-annuaire-table34-stillbirths-female-1886,1886,1886,stillbirth,17864,events,,territory-version:france:annuaire-table34:1881-1898:statistical,source-defined-unresolved,,source:sgf-annuaire-france-1899,"Annuaire statistique 1899, printed p.32, table 34, canvas f64, number of female stillbirths column; exact row/cell: table 34 row 1886, number of female stillbirths column"
observation:dg1c:fr-sgf-annuaire-table34-stillbirths-female-1887,1887,1887,stillbirth,17453,events,,territory-version:france:annuaire-table34:1881-1898:statistical,source-defined-unresolved,,source:sgf-annuaire-france-1899,"Annuaire statistique 1899, printed p.32, table 34, canvas f64, number of female stillbirths column; exact row/cell: table 34 row 1887, number of female stillbirths column"
observation:dg1c:fr-sgf-annuaire-table34-stillbirths-female-1888,1888,1888,stillbirth,17454,events,,territory-version:france:annuaire-table34:1881-1898:statistical,source-defined-unresolved,,source:sgf-annuaire-france-1899,"Annuaire statistique 1899, printed p.32, table 34, canvas f64, number of female stillbirths column; exact row/cell: table 34 row 1888, number of female stillbirths column"
observation:dg1c:fr-sgf-annuaire-table34-stillbirths-female-1889,1889,1889,stillbirth,17761,events,,territory-version:france:annuaire-table34:1881-1898:statistical,source-defined-unresolved,,source:sgf-annuaire-france-1899,"Annuaire statistique 1899, printed p.32, table 34, canvas f64, number of female stillbirths column; exact row/cell: table 34 row 1889, number of female stillbirths column"
observation:dg1c:fr-sgf-annuaire-table34-stillbirths-female-1890,1890,1890,stillbirth,16747,events,,territory-version:france:annuaire-table34:1881-1898:statistical,source-defined-unresolved,,source:sgf-annuaire-france-1899,"Annuaire statistique 1899, printed p.32, table 34, canvas f64, number of female stillbirths column; exact row/cell: table 34 row 1890, number of female stillbirths column"
observation:dg1c:fr-sgf-annuaire-table34-stillbirths-female-1891,1891,1891,stillbirth,17475,events,,territory-version:france:annuaire-table34:1881-1898:statistical,source-defined-unresolved,,source:sgf-annuaire-france-1899,"Annuaire statistique 1899, printed p.32, table 34, canvas f64, number of female stillbirths column; exact row/cell: table 34 row 1891, number of female stillbirths column"
observation:dg1c:fr-sgf-annuaire-table34-stillbirths-female-1892,1892,1892,stillbirth,17580,events,,territory-version:france:annuaire-table34:1881-1898:statistical,source-defined-unresolved,,source:sgf-annuaire-france-1899,"Annuaire statistique 1899, printed p.32, table 34, canvas f64, number of female stillbirths column; exact row/cell: table 34 row 1892, number of female stillbirths column"
observation:dg1c:fr-sgf-annuaire-table34-stillbirths-female-1893,1893,1893,stillbirth,17758,events,,territory-version:france:annuaire-table34:1881-1898:statistical,source-defined-unresolved,,source:sgf-annuaire-france-1899,"Annuaire statistique 1899, printed p.32, table 34, canvas f64, number of female stillbirths column; exact row/cell: table 34 row 1893, number of female stillbirths column"
observation:dg1c:fr-sgf-annuaire-table34-stillbirths-female-1894,1894,1894,stillbirth,17503,events,,territory-version:france:annuaire-table34:1881-1898:statistical,source-defined-unresolved,,source:sgf-annuaire-france-1899,"Annuaire statistique 1899, printed p.32, table 34, canvas f64, number of female stillbirths column; exact row/cell: table 34 row 1894, number of female stillbirths column"
observation:dg1c:fr-sgf-annuaire-table34-stillbirths-female-1895,1895,1895,stillbirth,17601,events,,territory-version:france:annuaire-table34:1881-1898:statistical,source-defined-unresolved,,source:sgf-annuaire-france-1899,"Annuaire statistique 1899, printed p.32, table 34, canvas f64, number of female stillbirths column; exact row/cell: table 34 row 1895, number of female stillbirths column"
observation:dg1c:fr-sgf-annuaire-table34-stillbirths-female-1896,1896,1896,stillbirth,17741,events,,territory-version:france:annuaire-table34:1881-1898:statistical,source-defined-unresolved,,source:sgf-annuaire-france-1899,"Annuaire statistique 1899, printed p.32, table 34, canvas f64, number of female stillbirths column; exact row/cell: table 34 row 1896, number of female stillbirths column"
observation:dg1c:fr-sgf-annuaire-table34-stillbirths-female-1897,1897,1897,stillbirth,18125,events,,territory-version:france:annuaire-table34:1881-1898:statistical,source-defined-unresolved,,source:sgf-annuaire-france-1899,"Annuaire statistique 1899, printed p.32, table 34, canvas f64, number of female stillbirths column; exact row/cell: table 34 row 1897, number of female stillbirths column"
observation:dg1c:fr-sgf-annuaire-table34-stillbirths-female-1898,1898,1898,stillbirth,16991,events,,territory-version:france:annuaire-table34:1881-1898:statistical,source-defined-unresolved,,source:sgf-annuaire-france-1899,"Annuaire statistique 1899, printed p.32, table 34, canvas f64, number of female stillbirths column; exact row/cell: table 34 row 1898, number of female stillbirths column"
observation:dg1c:fr-sgf-annuaire-table34-stillbirths-male-1881,1881,1881,stillbirth,25609,events,,territory-version:france:annuaire-table34:1881-1898:statistical,source-defined-unresolved,,source:sgf-annuaire-france-1899,"Annuaire statistique 1899, printed p.32, table 34, canvas f64, number of male stillbirths column; exact row/cell: table 34 row 1881, number of male stillbirths column"
observation:dg1c:fr-sgf-annuaire-table34-stillbirths-male-1882,1882,1882,stillbirth,26301,events,,territory-version:france:annuaire-table34:1881-1898:statistical,source-defined-unresolved,,source:sgf-annuaire-france-1899,"Annuaire statistique 1899, printed p.32, table 34, canvas f64, number of male stillbirths column; exact row/cell: table 34 row 1882, number of male stillbirths column"
observation:dg1c:fr-sgf-annuaire-table34-stillbirths-male-1883,1883,1883,stillbirth,25815,events,,territory-version:france:annuaire-table34:1881-1898:statistical,source-defined-unresolved,,source:sgf-annuaire-france-1899,"Annuaire statistique 1899, printed p.32, table 34, canvas f64, number of male stillbirths column; exact row/cell: table 34 row 1883, number of male stillbirths column"
observation:dg1c:fr-sgf-annuaire-table34-stillbirths-male-1884,1884,1884,stillbirth,26467,events,,territory-version:france:annuaire-table34:1881-1898:statistical,source-defined-unresolved,,source:sgf-annuaire-france-1899,"Annuaire statistique 1899, printed p.32, table 34, canvas f64, number of male stillbirths column; exact row/cell: table 34 row 1884, number of male stillbirths column"
observation:dg1c:fr-sgf-annuaire-table34-stillbirths-male-1885,1885,1885,stillbirth,25983,events,,territory-version:france:annuaire-table34:1881-1898:statistical,source-defined-unresolved,,source:sgf-annuaire-france-1899,"Annuaire statistique 1899, printed p.32, table 34, canvas f64, number of male stillbirths column; exact row/cell: table 34 row 1885, number of male stillbirths column"
observation:dg1c:fr-sgf-annuaire-table34-stillbirths-male-1886,1886,1886,stillbirth,25759,events,,territory-version:france:annuaire-table34:1881-1898:statistical,source-defined-unresolved,,source:sgf-annuaire-france-1899,"Annuaire statistique 1899, printed p.32, table 34, canvas f64, number of male stillbirths column; exact row/cell: table 34 row 1886, number of male stillbirths column"
observation:dg1c:fr-sgf-annuaire-table34-stillbirths-male-1887,1887,1887,stillbirth,25477,events,,territory-version:france:annuaire-table34:1881-1898:statistical,source-defined-unresolved,,source:sgf-annuaire-france-1899,"Annuaire statistique 1899, printed p.32, table 34, canvas f64, number of male stillbirths column; exact row/cell: table 34 row 1887, number of male stillbirths column"
observation:dg1c:fr-sgf-annuaire-table34-stillbirths-male-1888,1888,1888,stillbirth,24616,events,,territory-version:france:annuaire-table34:1881-1898:statistical,source-defined-unresolved,,source:sgf-annuaire-france-1899,"Annuaire statistique 1899, printed p.32, table 34, canvas f64, number of male stillbirths column; exact row/cell: table 34 row 1888, number of male stillbirths column"
observation:dg1c:fr-sgf-annuaire-table34-stillbirths-male-1889,1889,1889,stillbirth,24688,events,,territory-version:france:annuaire-table34:1881-1898:statistical,source-defined-unresolved,,source:sgf-annuaire-france-1899,"Annuaire statistique 1899, printed p.32, table 34, canvas f64, number of male stillbirths column; exact row/cell: table 34 row 1889, number of male stillbirths column"
observation:dg1c:fr-sgf-annuaire-table34-stillbirths-male-1890,1890,1890,stillbirth,23788,events,,territory-version:france:annuaire-table34:1881-1898:statistical,source-defined-unresolved,,source:sgf-annuaire-france-1899,"Annuaire statistique 1899, printed p.32, table 34, canvas f64, number of male stillbirths column; exact row/cell: table 34 row 1890, number of male stillbirths column"
observation:dg1c:fr-sgf-annuaire-table34-stillbirths-male-1891,1891,1891,stillbirth,24997,events,,territory-version:france:annuaire-table34:1881-1898:statistical,source-defined-unresolved,,source:sgf-annuaire-france-1899,"Annuaire statistique 1899, printed p.32, table 34, canvas f64, number of male stillbirths column; exact row/cell: table 34 row 1891, number of male stillbirths column"
observation:dg1c:fr-sgf-annuaire-table34-stillbirths-male-1892,1892,1892,stillbirth,24345,events,,territory-version:france:annuaire-table34:1881-1898:statistical,source-defined-unresolved,,source:sgf-annuaire-france-1899,"Annuaire statistique 1899, printed p.32, table 34, canvas f64, number of male stillbirths column; exact row/cell: table 34 row 1892, number of male stillbirths column"
observation:dg1c:fr-sgf-annuaire-table34-stillbirths-male-1893,1893,1893,stillbirth,24636,events,,territory-version:france:annuaire-table34:1881-1898:statistical,source-defined-unresolved,,source:sgf-annuaire-france-1899,"Annuaire statistique 1899, printed p.32, table 34, canvas f64, number of male stillbirths column; exact row/cell: table 34 row 1893, number of male stillbirths column"
observation:dg1c:fr-sgf-annuaire-table34-stillbirths-male-1894,1894,1894,stillbirth,24543,events,,territory-version:france:annuaire-table34:1881-1898:statistical,source-defined-unresolved,,source:sgf-annuaire-france-1899,"Annuaire statistique 1899, printed p.32, table 34, canvas f64, number of male stillbirths column; exact row/cell: table 34 row 1894, number of male stillbirths column"
observation:dg1c:fr-sgf-annuaire-table34-stillbirths-male-1895,1895,1895,stillbirth,23971,events,,territory-version:france:annuaire-table34:1881-1898:statistical,source-defined-unresolved,,source:sgf-annuaire-france-1899,"Annuaire statistique 1899, printed p.32, table 34, canvas f64, number of male stillbirths column; exact row/cell: table 34 row 1895, number of male stillbirths column"
observation:dg1c:fr-sgf-annuaire-table34-stillbirths-male-1896,1896,1896,stillbirth,24313,events,,territory-version:france:annuaire-table34:1881-1898:statistical,source-defined-unresolved,,source:sgf-annuaire-france-1899,"Annuaire statistique 1899, printed p.32, table 34, canvas f64, number of male stillbirths column; exact row/cell: table 34 row 1896, number of male stillbirths column"
observation:dg1c:fr-sgf-annuaire-table34-stillbirths-male-1897,1897,1897,stillbirth,24124,events,,territory-version:france:annuaire-table34:1881-1898:statistical,source-defined-unresolved,,source:sgf-annuaire-france-1899,"Annuaire statistique 1899, printed p.32, table 34, canvas f64, number of male stillbirths column; exact row/cell: table 34 row 1897, number of male stillbirths column"
observation:dg1c:fr-sgf-annuaire-table34-stillbirths-male-1898,1898,1898,stillbirth,22814,events,,territory-version:france:annuaire-table34:1881-1898:statistical,source-defined-unresolved,,source:sgf-annuaire-france-1899,"Annuaire statistique 1899, printed p.32, table 34, canvas f64, number of male stillbirths column; exact row/cell: table 34 row 1898, number of male stillbirths column"
observation:dg1c:fr-sgf-annuaire-table34-total-births-1881,1881,1881,live-birth,937057,events,,territory-version:france:annuaire-table34:1881-1898:statistical,source-defined-unresolved,,source:sgf-annuaire-france-1899,"Annuaire statistique 1899, printed p.32, table 34, canvas f64, total number of births column; exact row/cell: table 34 row 1881, total number of births column"
observation:dg1c:fr-sgf-annuaire-table34-total-births-1882,1882,1882,live-birth,935566,events,,territory-version:france:annuaire-table34:1881-1898:statistical,source-defined-unresolved,,source:sgf-annuaire-france-1899,"Annuaire statistique 1899, printed p.32, table 34, canvas f64, total number of births column; exact row/cell: table 34 row 1882, total number of births column"
observation:dg1c:fr-sgf-annuaire-table34-total-births-1883,1883,1883,live-birth,937944,events,,territory-version:france:annuaire-table34:1881-1898:statistical,source-defined-unresolved,,source:sgf-annuaire-france-1899,"Annuaire statistique 1899, printed p.32, table 34, canvas f64, total number of births column; exact row/cell: table 34 row 1883, total number of births column"
observation:dg1c:fr-sgf-annuaire-table34-total-births-1884,1884,1884,live-birth,937758,events,,territory-version:france:annuaire-table34:1881-1898:statistical,source-defined-unresolved,,source:sgf-annuaire-france-1899,"Annuaire statistique 1899, printed p.32, table 34, canvas f64, total number of births column; exact row/cell: table 34 row 1884, total number of births column"
observation:dg1c:fr-sgf-annuaire-table34-total-births-1885,1885,1885,live-birth,924558,events,,territory-version:france:annuaire-table34:1881-1898:statistical,source-defined-unresolved,,source:sgf-annuaire-france-1899,"Annuaire statistique 1899, printed p.32, table 34, canvas f64, total number of births column; exact row/cell: table 34 row 1885, total number of births column"
observation:dg1c:fr-sgf-annuaire-table34-total-births-1886,1886,1886,live-birth,912838,events,,territory-version:france:annuaire-table34:1881-1898:statistical,source-defined-unresolved,,source:sgf-annuaire-france-1899,"Annuaire statistique 1899, printed p.32, table 34, canvas f64, total number of births column; exact row/cell: table 34 row 1886, total number of births column"
observation:dg1c:fr-sgf-annuaire-table34-total-births-1887,1887,1887,live-birth,899333,events,,territory-version:france:annuaire-table34:1881-1898:statistical,source-defined-unresolved,,source:sgf-annuaire-france-1899,"Annuaire statistique 1899, printed p.32, table 34, canvas f64, total number of births column; exact row/cell: table 34 row 1887, total number of births column"
observation:dg1c:fr-sgf-annuaire-table34-total-births-1888,1888,1888,live-birth,882639,events,,territory-version:france:annuaire-table34:1881-1898:statistical,source-defined-unresolved,,source:sgf-annuaire-france-1899,"Annuaire statistique 1899, printed p.32, table 34, canvas f64, total number of births column; exact row/cell: table 34 row 1888, total number of births column"
observation:dg1c:fr-sgf-annuaire-table34-total-births-1889,1889,1889,live-birth,880579,events,,territory-version:france:annuaire-table34:1881-1898:statistical,source-defined-unresolved,,source:sgf-annuaire-france-1899,"Annuaire statistique 1899, printed p.32, table 34, canvas f64, total number of births column; exact row/cell: table 34 row 1889, total number of births column"
observation:dg1c:fr-sgf-annuaire-table34-total-births-1890,1890,1890,live-birth,838059,events,,territory-version:france:annuaire-table34:1881-1898:statistical,source-defined-unresolved,,source:sgf-annuaire-france-1899,"Annuaire statistique 1899, printed p.32, table 34, canvas f64, total number of births column; exact row/cell: table 34 row 1890, total number of births column"
observation:dg1c:fr-sgf-annuaire-table34-total-births-1891,1891,1891,live-birth,866377,events,,territory-version:france:annuaire-table34:1881-1898:statistical,source-defined-unresolved,,source:sgf-annuaire-france-1899,"Annuaire statistique 1899, printed p.32, table 34, canvas f64, total number of births column; exact row/cell: table 34 row 1891, total number of births column"
observation:dg1c:fr-sgf-annuaire-table34-total-births-1892,1892,1892,live-birth,855847,events,,territory-version:france:annuaire-table34:1881-1898:statistical,source-defined-unresolved,,source:sgf-annuaire-france-1899,"Annuaire statistique 1899, printed p.32, table 34, canvas f64, total number of births column; exact row/cell: table 34 row 1892, total number of births column"
observation:dg1c:fr-sgf-annuaire-table34-total-births-1893,1893,1893,live-birth,874672,events,,territory-version:france:annuaire-table34:1881-1898:statistical,source-defined-unresolved,,source:sgf-annuaire-france-1899,"Annuaire statistique 1899, printed p.32, table 34, canvas f64, total number of births column; exact row/cell: table 34 row 1893, total number of births column"
observation:dg1c:fr-sgf-annuaire-table34-total-births-1894,1894,1894,live-birth,855388,events,,territory-version:france:annuaire-table34:1881-1898:statistical,source-defined-unresolved,,source:sgf-annuaire-france-1899,"Annuaire statistique 1899, printed p.32, table 34, canvas f64, total number of births column; exact row/cell: table 34 row 1894, total number of births column"
observation:dg1c:fr-sgf-annuaire-table34-total-births-1895,1895,1895,live-birth,834173,events,,territory-version:france:annuaire-table34:1881-1898:statistical,source-defined-unresolved,,source:sgf-annuaire-france-1899,"Annuaire statistique 1899, printed p.32, table 34, canvas f64, total number of births column; exact row/cell: table 34 row 1895, total number of births column"
observation:dg1c:fr-sgf-annuaire-table34-total-births-1896,1896,1896,live-birth,855586,events,,territory-version:france:annuaire-table34:1881-1898:statistical,source-defined-unresolved,,source:sgf-annuaire-france-1899,"Annuaire statistique 1899, printed p.32, table 34, canvas f64, total number of births column; exact row/cell: table 34 row 1896, total number of births column"
observation:dg1c:fr-sgf-annuaire-table34-total-births-1897,1897,1897,live-birth,859107,events,,territory-version:france:annuaire-table34:1881-1898:statistical,source-defined-unresolved,,source:sgf-annuaire-france-1899,"Annuaire statistique 1899, printed p.32, table 34, canvas f64, total number of births column; exact row/cell: table 34 row 1897, total number of births column"
observation:dg1c:fr-sgf-annuaire-table34-total-births-1898,1898,1898,live-birth,843933,events,,territory-version:france:annuaire-table34:1881-1898:statistical,source-defined-unresolved,,source:sgf-annuaire-france-1899,"Annuaire statistique 1899, printed p.32, table 34, canvas f64, total number of births column; exact row/cell: table 34 row 1898, total number of births column"
observation:dg1c:fr-sgf-annuaire-table34-total-deaths-1881,1881,1881,death,828828,events,,territory-version:france:annuaire-table34:1881-1898:statistical,source-defined-unresolved,,source:sgf-annuaire-france-1899,"Annuaire statistique 1899, printed p.32, table 34, canvas f64, total number of deaths column; exact row/cell: table 34 row 1881, total number of deaths column"
observation:dg1c:fr-sgf-annuaire-table34-total-deaths-1882,1882,1882,death,838539,events,,territory-version:france:annuaire-table34:1881-1898:statistical,source-defined-unresolved,,source:sgf-annuaire-france-1899,"Annuaire statistique 1899, printed p.32, table 34, canvas f64, total number of deaths column; exact row/cell: table 34 row 1882, total number of deaths column"
observation:dg1c:fr-sgf-annuaire-table34-total-deaths-1883,1883,1883,death,841141,events,,territory-version:france:annuaire-table34:1881-1898:statistical,source-defined-unresolved,,source:sgf-annuaire-france-1899,"Annuaire statistique 1899, printed p.32, table 34, canvas f64, total number of deaths column; exact row/cell: table 34 row 1883, total number of deaths column"
observation:dg1c:fr-sgf-annuaire-table34-total-deaths-1884,1884,1884,death,858784,events,,territory-version:france:annuaire-table34:1881-1898:statistical,source-defined-unresolved,,source:sgf-annuaire-france-1899,"Annuaire statistique 1899, printed p.32, table 34, canvas f64, total number of deaths column; exact row/cell: table 34 row 1884, total number of deaths column"
observation:dg1c:fr-sgf-annuaire-table34-total-deaths-1885,1885,1885,death,836897,events,,territory-version:france:annuaire-table34:1881-1898:statistical,source-defined-unresolved,,source:sgf-annuaire-france-1899,"Annuaire statistique 1899, printed p.32, table 34, canvas f64, total number of deaths column; exact row/cell: table 34 row 1885, total number of deaths column"
observation:dg1c:fr-sgf-annuaire-table34-total-deaths-1886,1886,1886,death,860222,events,,territory-version:france:annuaire-table34:1881-1898:statistical,source-defined-unresolved,,source:sgf-annuaire-france-1899,"Annuaire statistique 1899, printed p.32, table 34, canvas f64, total number of deaths column; exact row/cell: table 34 row 1886, total number of deaths column"
observation:dg1c:fr-sgf-annuaire-table34-total-deaths-1887,1887,1887,death,842797,events,,territory-version:france:annuaire-table34:1881-1898:statistical,source-defined-unresolved,,source:sgf-annuaire-france-1899,"Annuaire statistique 1899, printed p.32, table 34, canvas f64, total number of deaths column; exact row/cell: table 34 row 1887, total number of deaths column"
observation:dg1c:fr-sgf-annuaire-table34-total-deaths-1888,1888,1888,death,837867,events,,territory-version:france:annuaire-table34:1881-1898:statistical,source-defined-unresolved,,source:sgf-annuaire-france-1899,"Annuaire statistique 1899, printed p.32, table 34, canvas f64, total number of deaths column; exact row/cell: table 34 row 1888, total number of deaths column"
observation:dg1c:fr-sgf-annuaire-table34-total-deaths-1889,1889,1889,death,794933,events,,territory-version:france:annuaire-table34:1881-1898:statistical,source-defined-unresolved,,source:sgf-annuaire-france-1899,"Annuaire statistique 1899, printed p.32, table 34, canvas f64, total number of deaths column; exact row/cell: table 34 row 1889, total number of deaths column"
observation:dg1c:fr-sgf-annuaire-table34-total-deaths-1890,1890,1890,death,876505,events,,territory-version:france:annuaire-table34:1881-1898:statistical,source-defined-unresolved,,source:sgf-annuaire-france-1899,"Annuaire statistique 1899, printed p.32, table 34, canvas f64, total number of deaths column; exact row/cell: table 34 row 1890, total number of deaths column"
observation:dg1c:fr-sgf-annuaire-table34-total-deaths-1891,1891,1891,death,876882,events,,territory-version:france:annuaire-table34:1881-1898:statistical,source-defined-unresolved,,source:sgf-annuaire-france-1899,"Annuaire statistique 1899, printed p.32, table 34, canvas f64, total number of deaths column; exact row/cell: table 34 row 1891, total number of deaths column"
observation:dg1c:fr-sgf-annuaire-table34-total-deaths-1892,1892,1892,death,875888,events,,territory-version:france:annuaire-table34:1881-1898:statistical,source-defined-unresolved,,source:sgf-annuaire-france-1899,"Annuaire statistique 1899, printed p.32, table 34, canvas f64, total number of deaths column; exact row/cell: table 34 row 1892, total number of deaths column"
observation:dg1c:fr-sgf-annuaire-table34-total-deaths-1893,1893,1893,death,867526,events,,territory-version:france:annuaire-table34:1881-1898:statistical,source-defined-unresolved,,source:sgf-annuaire-france-1899,"Annuaire statistique 1899, printed p.32, table 34, canvas f64, total number of deaths column; exact row/cell: table 34 row 1893, total number of deaths column"
observation:dg1c:fr-sgf-annuaire-table34-total-deaths-1894,1894,1894,death,815620,events,,territory-version:france:annuaire-table34:1881-1898:statistical,source-defined-unresolved,,source:sgf-annuaire-france-1899,"Annuaire statistique 1899, printed p.32, table 34, canvas f64, total number of deaths column; exact row/cell: table 34 row 1894, total number of deaths column"
observation:dg1c:fr-sgf-annuaire-table34-total-deaths-1895,1895,1895,death,851986,events,,territory-version:france:annuaire-table34:1881-1898:statistical,source-defined-unresolved,,source:sgf-annuaire-france-1899,"Annuaire statistique 1899, printed p.32, table 34, canvas f64, total number of deaths column; exact row/cell: table 34 row 1895, total number of deaths column"
observation:dg1c:fr-sgf-annuaire-table34-total-deaths-1896,1896,1896,death,771886,events,,territory-version:france:annuaire-table34:1881-1898:statistical,source-defined-unresolved,,source:sgf-annuaire-france-1899,"Annuaire statistique 1899, printed p.32, table 34, canvas f64, total number of deaths column; exact row/cell: table 34 row 1896, total number of deaths column"
observation:dg1c:fr-sgf-annuaire-table34-total-deaths-1897,1897,1897,death,751019,events,,territory-version:france:annuaire-table34:1881-1898:statistical,source-defined-unresolved,,source:sgf-annuaire-france-1899,"Annuaire statistique 1899, printed p.32, table 34, canvas f64, total number of deaths column; exact row/cell: table 34 row 1897, total number of deaths column"
observation:dg1c:fr-sgf-annuaire-table34-total-deaths-1898,1898,1898,death,810073,events,,territory-version:france:annuaire-table34:1881-1898:statistical,source-defined-unresolved,,source:sgf-annuaire-france-1899,"Annuaire statistique 1899, printed p.32, table 34, canvas f64, total number of deaths column; exact row/cell: table 34 row 1898, total number of deaths column"
observation:dg1c:fr-sgf-annuaire-table34-total-stillbirths-1881,1881,1881,stillbirth,43841,events,,territory-version:france:annuaire-table34:1881-1898:statistical,source-defined-unresolved,,source:sgf-annuaire-france-1899,"Annuaire statistique 1899, printed p.32, table 34, canvas f64, total number of stillbirths column; exact row/cell: table 34 row 1881, total number of stillbirths column"
observation:dg1c:fr-sgf-annuaire-table34-total-stillbirths-1882,1882,1882,stillbirth,44352,events,,territory-version:france:annuaire-table34:1881-1898:statistical,source-defined-unresolved,,source:sgf-annuaire-france-1899,"Annuaire statistique 1899, printed p.32, table 34, canvas f64, total number of stillbirths column; exact row/cell: table 34 row 1882, total number of stillbirths column"
observation:dg1c:fr-sgf-annuaire-table34-total-stillbirths-1883,1883,1883,stillbirth,43747,events,,territory-version:france:annuaire-table34:1881-1898:statistical,source-defined-unresolved,,source:sgf-annuaire-france-1899,"Annuaire statistique 1899, printed p.32, table 34, canvas f64, total number of stillbirths column; exact row/cell: table 34 row 1883, total number of stillbirths column"
observation:dg1c:fr-sgf-annuaire-table34-total-stillbirths-1884,1884,1884,stillbirth,45286,events,,territory-version:france:annuaire-table34:1881-1898:statistical,source-defined-unresolved,,source:sgf-annuaire-france-1899,"Annuaire statistique 1899, printed p.32, table 34, canvas f64, total number of stillbirths column; exact row/cell: table 34 row 1884, total number of stillbirths column"
observation:dg1c:fr-sgf-annuaire-table34-total-stillbirths-1885,1885,1885,stillbirth,43958,events,,territory-version:france:annuaire-table34:1881-1898:statistical,source-defined-unresolved,,source:sgf-annuaire-france-1899,"Annuaire statistique 1899, printed p.32, table 34, canvas f64, total number of stillbirths column; exact row/cell: table 34 row 1885, total number of stillbirths column"
