observation,period_start,period_end,concept,value,unit,literal_state,territory_version,population_universe,reference_time,source,locator
observation:dg1c:fr-sgf-annuaire-table34-total-stillbirths-1886,1886,1886,stillbirth,43623,events,,territory-version:france:annuaire-table34:1881-1898:statistical,source-defined-unresolved,,source:sgf-annuaire-france-1899,"Annuaire statistique 1899, printed p.32, table 34, canvas f64, total number of stillbirths column; exact row/cell: table 34 row 1886, total number of stillbirths column"
observation:dg1c:fr-sgf-annuaire-table34-total-stillbirths-1887,1887,1887,stillbirth,42930,events,,territory-version:france:annuaire-table34:1881-1898:statistical,source-defined-unresolved,,source:sgf-annuaire-france-1899,"Annuaire statistique 1899, printed p.32, table 34, canvas f64, total number of stillbirths column; exact row/cell: table 34 row 1887, total number of stillbirths column"
observation:dg1c:fr-sgf-annuaire-table34-total-stillbirths-1888,1888,1888,stillbirth,42070,events,,territory-version:france:annuaire-table34:1881-1898:statistical,source-defined-unresolved,,source:sgf-annuaire-france-1899,"Annuaire statistique 1899, printed p.32, table 34, canvas f64, total number of stillbirths column; exact row/cell: table 34 row 1888, total number of stillbirths column"
observation:dg1c:fr-sgf-annuaire-table34-total-stillbirths-1889,1889,1889,stillbirth,42449,events,,territory-version:france:annuaire-table34:1881-1898:statistical,source-defined-unresolved,,source:sgf-annuaire-france-1899,"Annuaire statistique 1899, printed p.32, table 34, canvas f64, total number of stillbirths column; exact row/cell: table 34 row 1889, total number of stillbirths column"
observation:dg1c:fr-sgf-annuaire-table34-total-stillbirths-1890,1890,1890,stillbirth,40535,events,,territory-version:france:annuaire-table34:1881-1898:statistical,source-defined-unresolved,,source:sgf-annuaire-france-1899,"Annuaire statistique 1899, printed p.32, table 34, canvas f64, total number of stillbirths column; exact row/cell: table 34 row 1890, total number of stillbirths column"
observation:dg1c:fr-sgf-annuaire-table34-total-stillbirths-1891,1891,1891,stillbirth,42472,events,,territory-version:france:annuaire-table34:1881-1898:statistical,source-defined-unresolved,,source:sgf-annuaire-france-1899,"Annuaire statistique 1899, printed p.32, table 34, canvas f64, total number of stillbirths column; exact row/cell: table 34 row 1891, total number of stillbirths column"
observation:dg1c:fr-sgf-annuaire-table34-total-stillbirths-1892,1892,1892,stillbirth,41925,events,,territory-version:france:annuaire-table34:1881-1898:statistical,source-defined-unresolved,,source:sgf-annuaire-france-1899,"Annuaire statistique 1899, printed p.32, table 34, canvas f64, total number of stillbirths column; exact row/cell: table 34 row 1892, total number of stillbirths column"
observation:dg1c:fr-sgf-annuaire-table34-total-stillbirths-1893,1893,1893,stillbirth,42394,events,,territory-version:france:annuaire-table34:1881-1898:statistical,source-defined-unresolved,,source:sgf-annuaire-france-1899,"Annuaire statistique 1899, printed p.32, table 34, canvas f64, total number of stillbirths column; exact row/cell: table 34 row 1893, total number of stillbirths column"
observation:dg1c:fr-sgf-annuaire-table34-total-stillbirths-1894,1894,1894,stillbirth,42046,events,,territory-version:france:annuaire-table34:1881-1898:statistical,source-defined-unresolved,,source:sgf-annuaire-france-1899,"Annuaire statistique 1899, printed p.32, table 34, canvas f64, total number of stillbirths column; exact row/cell: table 34 row 1894, total number of stillbirths column"
observation:dg1c:fr-sgf-annuaire-table34-total-stillbirths-1895,1895,1895,stillbirth,41572,events,,territory-version:france:annuaire-table34:1881-1898:statistical,source-defined-unresolved,,source:sgf-annuaire-france-1899,"Annuaire statistique 1899, printed p.32, table 34, canvas f64, total number of stillbirths column; exact row/cell: table 34 row 1895, total number of stillbirths column"
observation:dg1c:fr-sgf-annuaire-table34-total-stillbirths-1896,1896,1896,stillbirth,42054,events,,territory-version:france:annuaire-table34:1881-1898:statistical,source-defined-unresolved,,source:sgf-annuaire-france-1899,"Annuaire statistique 1899, printed p.32, table 34, canvas f64, total number of stillbirths column; exact row/cell: table 34 row 1896, total number of stillbirths column"
observation:dg1c:fr-sgf-annuaire-table34-total-stillbirths-1897,1897,1897,stillbirth,42249,events,,territory-version:france:annuaire-table34:1881-1898:statistical,source-defined-unresolved,,source:sgf-annuaire-france-1899,"Annuaire statistique 1899, printed p.32, table 34, canvas f64, total number of stillbirths column; exact row/cell: table 34 row 1897, total number of stillbirths column"
observation:dg1c:fr-sgf-annuaire-table34-total-stillbirths-1898,1898,1898,stillbirth,39805,events,,territory-version:france:annuaire-table34:1881-1898:statistical,source-defined-unresolved,,source:sgf-annuaire-france-1899,"Annuaire statistique 1899, printed p.32, table 34, canvas f64, total number of stillbirths column; exact row/cell: table 34 row 1898, total number of stillbirths column"
