"record_id","admission_date_raw","indexed_end_date_raw","admission_date","indexed_end_date","elapsed_days","geography","population_boundary","elapsed_unit"
"smdswhr_553_55373","17791009","17791220","1779-10-09","1779-12-20","72","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_577_57805","17791009","17791027","1779-10-09","1779-10-27","18","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_586_58690","17791010","17791109","1779-10-10","1779-11-09","30","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_586_58691","17791010","17791108","1779-10-10","1779-11-08","29","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_575_57590","17791011","17791014","1779-10-11","1779-10-14","3","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_545_54584","17791012","17800111","1779-10-12","1780-01-11","91","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_545_54585","17791012","17791103","1779-10-12","1779-11-03","22","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_545_54586","17791012","17791103","1779-10-12","1779-11-03","22","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_548_54894","17791012","17791125","1779-10-12","1779-11-25","44","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_586_58692","17791012","17800217","1779-10-12","1780-02-17","128","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_553_55374","17791013","17800120","1779-10-13","1780-01-20","99","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_553_55375","17791013","17791103","1779-10-13","1779-11-03","21","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_553_55376","17791013","17800713","1779-10-13","1780-07-13","274","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_553_55377","17791013","17810509","1779-10-13","1781-05-09","574","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_553_55378","17791013","17801012","1779-10-13","1780-10-12","365","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_556_55677","17791013","17810619","1779-10-13","1781-06-19","615","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_556_55678","17791013","17791103","1779-10-13","1779-11-03","21","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_564_56443","17791013","17810622","1779-10-13","1781-06-22","618","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_564_56452","17791013","17791029","1779-10-13","1779-10-29","16","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_567_56766","17791013","17861208","1779-10-13","1786-12-08","2613","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_569_56908","17791013","17791110","1779-10-13","1779-11-10","28","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_586_58693","17791014","17791201","1779-10-14","1779-12-01","48","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_586_58694","17791014","17791201","1779-10-14","1779-12-01","48","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_586_58695","17791014","17791118","1779-10-14","1779-11-18","35","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_586_58696","17791014","17810402","1779-10-14","1781-04-02","536","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_548_54895","17791015","17791016","1779-10-15","1779-10-16","1","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_561_56205","17791015","17791016","1779-10-15","1779-10-16","1","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_564_56453","17791015","17800302","1779-10-15","1780-03-02","139","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_569_56909","17791015","17800217","1779-10-15","1780-02-17","125","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_571_57181","17791015","17800821","1779-10-15","1780-08-21","311","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_581_58125","17791015","17800502","1779-10-15","1780-05-02","200","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_583_58400","17791015","17791030","1779-10-15","1779-10-30","15","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_586_58697","17791015","17800327","1779-10-15","1780-03-27","164","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_556_55679","17791016","17791210","1779-10-16","1779-12-10","55","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_558_55861","17791016","17800317","1779-10-16","1780-03-17","153","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_558_55862","17791016","17791031","1779-10-16","1779-10-31","15","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_564_56454","17791016","17800204","1779-10-16","1780-02-04","111","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_569_56910","17791016","17800606","1779-10-16","1780-06-06","234","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_567_56767","17791018","17830317","1779-10-18","1783-03-17","1246","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_577_57806","17791018","17791021","1779-10-18","1779-10-21","3","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_578_57807","17791018","17791021","1779-10-18","1779-10-21","3","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_548_54896","17791019","17800316","1779-10-19","1780-03-16","149","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_562_56206","17791019","17791028","1779-10-19","1779-10-28","9","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_564_56455","17791019","17800117","1779-10-19","1780-01-17","90","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_564_56456","17791020","17791201","1779-10-20","1779-12-01","42","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_586_58698","17791020","17791113","1779-10-20","1779-11-13","24","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_586_58699","17791020","17791113","1779-10-20","1779-11-13","24","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_564_56457","17791021","17800523","1779-10-21","1780-05-23","215","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_569_56911","17791021","17800316","1779-10-21","1780-03-16","147","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_573_57404","17791021","17791129","1779-10-21","1779-11-29","39","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_581_58126","17791021","17791025","1779-10-21","1779-10-25","4","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_583_58401","17791021","17791101","1779-10-21","1779-11-01","11","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_548_54897","17791022","17791125","1779-10-22","1779-11-25","34","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_573_57405","17791022","17800331","1779-10-22","1780-03-31","161","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_556_55680","17791023","17791115","1779-10-23","1779-11-15","23","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_556_55681","17791023","17791117","1779-10-23","1779-11-17","25","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_564_56458","17791023","17800507","1779-10-23","1780-05-07","197","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_583_58402","17791023","17791110","1779-10-23","1779-11-10","18","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_575_57591","17791025","17791027","1779-10-25","1779-10-27","2","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_581_58127","17791025","17800605","1779-10-25","1780-06-05","224","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_553_55379","17791026","17791104","1779-10-26","1779-11-04","9","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_548_54898","17791027","17791129","1779-10-27","1779-11-29","33","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_548_54899","17791027","17800328","1779-10-27","1780-03-28","153","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_553_55380","17791027","17791027","1779-10-27","1779-10-27","0","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_768_76869","17791027","17920218","1779-10-27","1792-02-18","4497","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_553_55381","17791028","17791110","1779-10-28","1779-11-10","13","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_558_55863","17791028","17800724","1779-10-28","1780-07-24","270","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_564_56459","17791028","17800121","1779-10-28","1780-01-21","85","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_564_56460","17791028","17800520","1779-10-28","1780-05-20","205","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_571_57182","17791028","17791115","1779-10-28","1779-11-15","18","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_575_57592","17791028","17791127","1779-10-28","1779-11-27","30","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_578_57808","17791028","17800123","1779-10-28","1780-01-23","87","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_545_54587","17791029","17791223","1779-10-29","1779-12-23","55","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_545_54588","17791029","17791207","1779-10-29","1779-12-07","39","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_548_54900","17791029","17810718","1779-10-29","1781-07-18","628","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_548_54901","17791029","17800328","1779-10-29","1780-03-28","151","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_559_55997","17791029","17800816","1779-10-29","1780-08-16","292","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_562_56207","17791029","17791224","1779-10-29","1779-12-24","56","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_562_56208","17791029","17791224","1779-10-29","1779-12-24","56","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_569_56912","17791029","17791106","1779-10-29","1779-11-06","8","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_545_54589","17791030","17791231","1779-10-30","1779-12-31","62","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_553_55382","17791030","17800610","1779-10-30","1780-06-10","224","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_569_56913","17791030","17791115","1779-10-30","1779-11-15","16","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_569_56914","17791030","17850407","1779-10-30","1785-04-07","1986","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_571_57183","17791030","17791220","1779-10-30","1779-12-20","51","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_553_55383","17791031","17791220","1779-10-31","1779-12-20","50","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_548_54902","17791101","17791113","1779-11-01","1779-11-13","12","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_556_55682","17791101","17791220","1779-11-01","1779-12-20","49","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_571_57184","17791101","17800204","1779-11-01","1780-02-04","95","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_574_57460","17791101","17800401","1779-11-01","1780-04-01","152","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_578_57809","17791101","17810103","1779-11-01","1781-01-03","429","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_578_57810","17791101","17800510","1779-11-01","1780-05-10","191","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_578_57811","17791101","17810210","1779-11-01","1781-02-10","467","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_578_57812","17791101","17791207","1779-11-01","1779-12-07","36","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_578_57813","17791101","17791207","1779-11-01","1779-12-07","36","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_581_58128","17791101","17800111","1779-11-01","1780-01-11","71","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_586_58700","17791101","17791210","1779-11-01","1779-12-10","39","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_562_56209","17791103","17800316","1779-11-03","1780-03-16","134","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_569_56915","17791103","17791120","1779-11-03","1779-11-20","17","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_586_58701","17791103","17791104","1779-11-03","1779-11-04","1","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_569_56916","17791104","17800403","1779-11-04","1780-04-03","151","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_571_57185","17791104","17800101","1779-11-04","1780-01-01","58","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_573_57406","17791107","17791113","1779-11-07","1779-11-13","6","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_575_57593","17791108","17800220","1779-11-08","1780-02-20","104","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_556_55683","17791109","17800327","1779-11-09","1780-03-27","139","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_548_54903","17791110","17800413","1779-11-10","1780-04-13","155","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_548_54904","17791110","17800316","1779-11-10","1780-03-16","127","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_564_56461","17791110","17791127","1779-11-10","1779-11-27","17","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_575_57594","17791110","17791123","1779-11-10","1779-11-23","13","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_575_57595","17791110","17800129","1779-11-10","1780-01-29","80","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_575_57596","17791110","17800608","1779-11-10","1780-06-08","211","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_575_57597","17791110","17791230","1779-11-10","1779-12-30","50","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_578_57814","17791110","17800324","1779-11-10","1780-03-24","135","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_549_54905","17791111","17791117","1779-11-11","1779-11-17","6","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_558_55864","17791111","17830519","1779-11-11","1783-05-19","1285","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_558_55865","17791111","17850217","1779-11-11","1785-02-17","1925","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_562_56210","17791111","17791205","1779-11-11","1779-12-05","24","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_569_56917","17791111","17800110","1779-11-11","1780-01-10","60","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_575_57598","17791111","17791111","1779-11-11","1779-11-11","0","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_586_58702","17791111","17800506","1779-11-11","1780-05-06","177","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_586_58703","17791111","17791207","1779-11-11","1779-12-07","26","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_553_55384","17791112","17791228","1779-11-12","1779-12-28","46","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_583_58403","17791113","17791209","1779-11-13","1779-12-09","26","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_549_54906","17791115","17791117","1779-11-15","1779-11-17","2","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_549_54907","17791115","17800429","1779-11-15","1780-04-29","166","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_553_55385","17791115","17791224","1779-11-15","1779-12-24","39","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_553_55386","17791115","17791224","1779-11-15","1779-12-24","39","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_553_55387","17791115","17791224","1779-11-15","1779-12-24","39","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_553_55388","17791115","17851210","1779-11-15","1785-12-10","2217","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_564_56462","17791115","17791129","1779-11-15","1779-11-29","14","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_564_56463","17791115","17791129","1779-11-15","1779-11-29","14","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_567_56768","17791115","17831015","1779-11-15","1783-10-15","1430","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_571_57186","17791115","17800626","1779-11-15","1780-06-26","224","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_571_57187","17791115","17800107","1779-11-15","1780-01-07","53","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_549_54908","17791116","17800106","1779-11-16","1780-01-06","51","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_556_55684","17791116","17800229","1779-11-16","1780-02-29","105","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_556_55685","17791116","17820426","1779-11-16","1782-04-26","892","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_562_56211","17791116","17850924","1779-11-16","1785-09-24","2139","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_564_56464","17791116","17841122","1779-11-16","1784-11-22","1833","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_571_57188","17791116","17791125","1779-11-16","1779-11-25","9","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_571_57189","17791116","17791125","1779-11-16","1779-11-25","9","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_575_57599","17791116","17841011","1779-11-16","1784-10-11","1791","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_575_57600","17791116","17791116","1779-11-16","1779-11-16","0","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_581_58129","17791116","17841122","1779-11-16","1784-11-22","1833","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_581_58130","17791116","17800316","1779-11-16","1780-03-16","121","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_586_58704","17791116","17800510","1779-11-16","1780-05-10","176","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_549_54909","17791117","17800124","1779-11-17","1780-01-24","68","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_553_55389","17791117","17800103","1779-11-17","1780-01-03","47","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_556_55686","17791117","17800308","1779-11-17","1780-03-08","112","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_556_55687","17791117","17800304","1779-11-17","1780-03-04","108","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_575_57601","17791117","17791203","1779-11-17","1779-12-03","16","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_583_58404","17791117","17800308","1779-11-17","1780-03-08","112","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_583_58405","17791117","17791202","1779-11-17","1779-12-02","15","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_553_55390","17791118","17791128","1779-11-18","1779-11-28","10","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_562_56212","17791118","17800110","1779-11-18","1780-01-10","53","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_562_56213","17791118","17800328","1779-11-18","1780-03-28","131","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_569_56918","17791118","17791118","1779-11-18","1779-11-18","0","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_575_57602","17791118","17800120","1779-11-18","1780-01-20","63","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_575_57603","17791118","17810122","1779-11-18","1781-01-22","431","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_805_80571","17791118","17890421","1779-11-18","1789-04-21","3442","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_549_54910","17791119","17810611","1779-11-19","1781-06-11","570","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_553_55391","17791119","17810807","1779-11-19","1781-08-07","627","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_581_58131","17791119","17791119","1779-11-19","1779-11-19","0","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_586_58705","17791119","17800517","1779-11-19","1780-05-17","180","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_586_58706","17791119","17800120","1779-11-19","1780-01-20","62","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_553_55392","17791120","17791209","1779-11-20","1779-12-09","19","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_564_56465","17791120","17800104","1779-11-20","1780-01-04","45","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_571_57190","17791120","17800529","1779-11-20","1780-05-29","191","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_587_58707","17791120","17811012","1779-11-20","1781-10-12","692","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_564_56466","17791122","17800316","1779-11-22","1780-03-16","115","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_575_57604","17791122","17800323","1779-11-22","1780-03-23","122","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_578_57815","17791122","17791231","1779-11-22","1779-12-31","39","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_581_58132","17791122","17801207","1779-11-22","1780-12-07","381","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_571_57191","17791123","17801123","1779-11-23","1780-11-23","366","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_574_57407","17791123","17800508","1779-11-23","1780-05-08","167","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_545_54590","17791124","17791201","1779-11-24","1779-12-01","7","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_581_58133","17791124","17800204","1779-11-24","1780-02-04","72","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_549_54911","17791125","17791224","1779-11-25","1779-12-24","29","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_553_55393","17791125","17800229","1779-11-25","1780-02-29","96","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_567_56769","17791125","17841016","1779-11-25","1784-10-16","1787","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_581_58134","17791125","17800120","1779-11-25","1780-01-20","56","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_581_58135","17791125","17800120","1779-11-25","1780-01-20","56","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_564_56467","17791126","17800104","1779-11-26","1780-01-04","39","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_564_56468","17791126","17791219","1779-11-26","1779-12-19","23","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_553_55394","17791129","17840221","1779-11-29","1784-02-21","1545","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_562_56214","17791129","17800110","1779-11-29","1780-01-10","42","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_564_56469","17791129","17800113","1779-11-29","1780-01-13","45","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_564_56470","17791129","17821130","1779-11-29","1782-11-30","1097","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_575_57605","17791129","17791129","1779-11-29","1779-11-29","0","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_583_58406","17791129","17800321","1779-11-29","1780-03-21","113","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
