"record_id","admission_date_raw","indexed_end_date_raw","admission_date","indexed_end_date","elapsed_days","geography","population_boundary","elapsed_unit"
"smdswhr_460_46017","17700101","17700518","1770-01-01","1770-05-18","137","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_507_50745","17700101","17700206","1770-01-01","1770-02-06","36","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_514_51426","17700101","17700104","1770-01-01","1770-01-04","3","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_460_46018","17700102","17700109","1770-01-02","1770-01-09","7","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_470_47047","17700102","17700221","1770-01-02","1770-02-21","50","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_482_48277","17700102","17700108","1770-01-02","1770-01-08","6","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_484_48488","17700102","17700114","1770-01-02","1770-01-14","12","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_484_48489","17700102","17700430","1770-01-02","1770-04-30","118","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_478_47878","17700103","17700221","1770-01-03","1770-02-21","49","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_478_47879","17700103","17700130","1770-01-03","1770-01-30","27","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_491_49202","17700103","17700401","1770-01-03","1770-04-01","88","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_507_50746","17700103","17700430","1770-01-03","1770-04-30","117","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_522_52242","17700103","17700130","1770-01-03","1770-01-30","27","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_507_50747","17700104","17700305","1770-01-04","1770-03-05","60","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_526_52656","17700104","17700312","1770-01-04","1770-03-12","67","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_526_52657","17700104","17700306","1770-01-04","1770-03-06","61","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_484_48490","17700106","17700401","1770-01-06","1770-04-01","85","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_507_50748","17700106","17700306","1770-01-06","1770-03-06","59","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_507_50749","17700106","17700306","1770-01-06","1770-03-06","59","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_517_51760","17700106","17700301","1770-01-06","1770-03-01","54","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_526_52658","17700106","17700201","1770-01-06","1770-02-01","26","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_460_46019","17700109","17700307","1770-01-09","1770-03-07","57","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_460_46020","17700109","17700206","1770-01-09","1770-02-06","28","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_460_46021","17700109","17700124","1770-01-09","1770-01-24","15","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_507_50750","17700109","17700115","1770-01-09","1770-01-15","6","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_517_51761","17700109","17700305","1770-01-09","1770-03-05","55","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_526_52659","17700109","17700111","1770-01-09","1770-01-11","2","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_526_52660","17700109","17700305","1770-01-09","1770-03-05","55","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_533_53399","17700109","17700124","1770-01-09","1770-01-24","15","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_533_53400","17700109","17700129","1770-01-09","1770-01-29","20","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_470_47048","17700111","17700118","1770-01-11","1770-01-18","7","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_503_50353","17700111","17700120","1770-01-11","1770-01-20","9","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_507_50751","17700111","17700204","1770-01-11","1770-02-04","24","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_507_50752","17700111","17700204","1770-01-11","1770-02-04","24","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_460_46022","17700112","17700224","1770-01-12","1770-02-24","43","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_526_52661","17700112","17700508","1770-01-12","1770-05-08","116","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_538_53825","17700112","17700430","1770-01-12","1770-04-30","108","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_507_50753","17700113","17700430","1770-01-13","1770-04-30","107","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_526_52662","17700113","17700305","1770-01-13","1770-03-05","51","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_498_49889","17700115","17700117","1770-01-15","1770-01-17","2","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_498_49890","17700115","17700430","1770-01-15","1770-04-30","105","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_514_51427","17700115","17700305","1770-01-15","1770-03-05","49","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_526_52663","17700116","17700317","1770-01-16","1770-03-17","60","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_526_52664","17700117","17700118","1770-01-17","1770-01-18","1","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_526_52665","17700117","17700328","1770-01-17","1770-03-28","70","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_488_48822","17700118","17700314","1770-01-18","1770-03-14","55","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_491_49203","17700118","17700213","1770-01-18","1770-02-13","26","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_492_49205","17700118","17700430","1770-01-18","1770-04-30","102","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_492_49206","17700118","17700314","1770-01-18","1770-03-14","55","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_522_52243","17700118","17700430","1770-01-18","1770-04-30","102","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_526_52666","17700118","17700409","1770-01-18","1770-04-09","81","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_538_53826","17700119","17710411","1770-01-19","1771-04-11","447","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_457_45723","17700120","17700305","1770-01-20","1770-03-05","44","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_484_48491","17700120","17711116","1770-01-20","1771-11-16","665","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_533_53401","17700120","17700204","1770-01-20","1770-02-04","15","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_533_53402","17700120","17700209","1770-01-20","1770-02-09","20","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_538_53827","17700120","17700403","1770-01-20","1770-04-03","73","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_460_46023","17700123","17700317","1770-01-23","1770-03-17","53","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_478_47880","17700123","17710912","1770-01-23","1771-09-12","597","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_503_50354","17700123","17800209","1770-01-23","1780-02-09","3669","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_533_53403","17700123","17700209","1770-01-23","1770-02-09","17","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_470_47049","17700124","17730319","1770-01-24","1773-03-19","1150","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_514_51428","17700124","17700430","1770-01-24","1770-04-30","96","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_533_53404","17700124","17700226","1770-01-24","1770-02-26","33","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_478_47881","17700125","17700326","1770-01-25","1770-03-26","60","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_478_47882","17700125","17700710","1770-01-25","1770-07-10","166","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_492_49207","17700125","17700221","1770-01-25","1770-02-21","27","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_516_51628","17700125","17700223","1770-01-25","1770-02-23","29","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_460_46024","17700127","17700518","1770-01-27","1770-05-18","111","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_507_50754","17700127","17751014","1770-01-27","1775-10-14","2086","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_516_51629","17700127","17700213","1770-01-27","1770-02-13","17","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_516_51630","17700127","17710520","1770-01-27","1771-05-20","478","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_517_51762","17700127","17700329","1770-01-27","1770-03-29","61","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_488_48823","17700129","17700515","1770-01-29","1770-05-15","106","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_538_53828","17700129","17700409","1770-01-29","1770-04-09","70","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_470_47050","17700130","17700213","1770-01-30","1770-02-13","14","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_498_49891","17700130","17700302","1770-01-30","1770-03-02","31","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_501_50173","17700130","17700313","1770-01-30","1770-03-13","42","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_517_51770","17700130","17700310","1770-01-30","1770-03-10","39","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_534_53405","17700130","17700223","1770-01-30","1770-02-23","24","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_534_53406","17700130","17700209","1770-01-30","1770-02-09","10","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_517_51763","17700131","17700201","1770-01-31","1770-02-01","1","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_517_51764","17700131","17700201","1770-01-31","1770-02-01","1","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_544_54469","17700131","17700305","1770-01-31","1770-03-05","33","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_470_47051","17700201","17700212","1770-02-01","1770-02-12","11","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_470_47052","17700201","17700221","1770-02-01","1770-02-21","20","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_470_47053","17700201","17700201","1770-02-01","1770-02-01","0","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_470_47054","17700201","17710404","1770-02-01","1771-04-04","427","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_470_47055","17700201","17700306","1770-02-01","1770-03-06","33","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_491_49204","17700201","17700318","1770-02-01","1770-03-18","45","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_492_49208","17700201","17700221","1770-02-01","1770-02-21","20","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_498_49892","17700201","17700416","1770-02-01","1770-04-16","74","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_514_51429","17700201","17700430","1770-02-01","1770-04-30","88","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_514_51430","17700201","17700518","1770-02-01","1770-05-18","106","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_538_53829","17700203","17700422","1770-02-03","1770-04-22","78","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_457_45724","17700205","17700305","1770-02-05","1770-03-05","28","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_460_46025","17700205","17711115","1770-02-05","1771-11-15","648","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_484_48492","17700205","17700518","1770-02-05","1770-05-18","102","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_484_48493","17700205","17740221","1770-02-05","1774-02-21","1477","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_488_48824","17700206","17700206","1770-02-06","1770-02-06","0","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_460_46026","17700207","17700515","1770-02-07","1770-05-15","97","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_492_49209","17700207","17700329","1770-02-07","1770-03-29","50","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_517_51765","17700207","17700404","1770-02-07","1770-04-04","56","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_526_52668","17700207","17700518","1770-02-07","1770-05-18","100","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_460_46027","17700209","17700319","1770-02-09","1770-03-19","38","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_460_46028","17700209","17700209","1770-02-09","1770-02-09","0","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_503_50355","17700209","17700908","1770-02-09","1770-09-08","211","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_507_50755","17700209","17700423","1770-02-09","1770-04-23","73","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_507_50756","17700209","17700514","1770-02-09","1770-05-14","94","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_526_52667","17700209","17700313","1770-02-09","1770-03-13","32","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_526_52669","17700209","17700221","1770-02-09","1770-02-21","12","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_538_53830","17700209","17700226","1770-02-09","1770-02-26","17","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_484_48494","17700210","17700226","1770-02-10","1770-02-26","16","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_492_49210","17700210","17700518","1770-02-10","1770-05-18","97","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_526_52670","17700210","17700720","1770-02-10","1770-07-20","160","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_534_53408","17700210","17700326","1770-02-10","1770-03-26","44","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_517_51766","17700212","17700306","1770-02-12","1770-03-06","22","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_534_53407","17700212","17700430","1770-02-12","1770-04-30","77","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_534_53409","17700214","17700508","1770-02-14","1770-05-08","83","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_538_53831","17700214","17700305","1770-02-14","1770-03-05","19","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_470_47056","17700215","17700521","1770-02-15","1770-05-21","95","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_501_50174","17700215","17720212","1770-02-15","1772-02-12","727","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_460_46029","17700217","17700319","1770-02-17","1770-03-19","30","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_460_46030","17700217","17701009","1770-02-17","1770-10-09","234","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_460_46031","17700217","17700307","1770-02-17","1770-03-07","18","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_460_46032","17700217","17700312","1770-02-17","1770-03-12","23","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_503_50356","17700217","17700226","1770-02-17","1770-02-26","9","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_538_53836","17700217","17700406","1770-02-17","1770-04-06","48","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_470_47057","17700219","17700329","1770-02-19","1770-03-29","38","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_507_50757","17700219","17700223","1770-02-19","1770-02-23","4","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_457_45725","17700221","17700401","1770-02-21","1770-04-01","39","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_526_52671","17700221","17701224","1770-02-21","1770-12-24","306","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_501_50175","17700222","17700429","1770-02-22","1770-04-29","66","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_492_49211","17700224","17700228","1770-02-24","1770-02-28","4","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_492_49212","17700224","17700423","1770-02-24","1770-04-23","58","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_503_50357","17700224","17700319","1770-02-24","1770-03-19","23","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_517_51767","17700224","17700401","1770-02-24","1770-04-01","36","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_526_52672","17700224","17700301","1770-02-24","1770-03-01","5","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_538_53832","17700224","17700409","1770-02-24","1770-04-09","44","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_492_49213","17700226","17700518","1770-02-26","1770-05-18","81","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_492_49214","17700226","17700403","1770-02-26","1770-04-03","36","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_501_50176","17700226","17700301","1770-02-26","1770-03-01","3","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_507_50758","17700226","17700305","1770-02-26","1770-03-05","7","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_538_53833","17700226","17700422","1770-02-26","1770-04-22","55","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_538_53834","17700226","17700409","1770-02-26","1770-04-09","42","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_460_46033","17700228","17700412","1770-02-28","1770-04-12","43","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_517_51768","17700228","17710105","1770-02-28","1771-01-05","311","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_478_47883","17700301","17700518","1770-03-01","1770-05-18","78","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_488_48825","17700301","17710723","1770-03-01","1771-07-23","509","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_517_51769","17700301","17700329","1770-03-01","1770-03-29","28","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_470_47058","17700302","17700521","1770-03-02","1770-05-21","80","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_470_47059","17700302","17711214","1770-03-02","1771-12-14","652","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_526_52673","17700302","17700319","1770-03-02","1770-03-19","17","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_526_52674","17700302","17700718","1770-03-02","1770-07-18","138","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_538_53835","17700302","17700422","1770-03-02","1770-04-22","51","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_478_47884","17700305","17700428","1770-03-05","1770-04-28","54","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_484_48496","17700306","17700306","1770-03-06","1770-03-06","0","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_517_51771","17700306","17700518","1770-03-06","1770-05-18","73","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_538_53837","17700306","17700328","1770-03-06","1770-03-28","22","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_534_53410","17700307","17700328","1770-03-07","1770-03-28","21","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_507_50760","17700308","17700309","1770-03-08","1770-03-09","1","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_470_47060","17700309","17700422","1770-03-09","1770-04-22","44","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_478_47885","17700309","17700326","1770-03-09","1770-03-26","17","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_478_47886","17700309","17700518","1770-03-09","1770-05-18","70","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_498_49893","17700309","17710706","1770-03-09","1771-07-06","484","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_538_53838","17700309","17700430","1770-03-09","1770-04-30","52","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_460_46034","17700310","17700430","1770-03-10","1770-04-30","51","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_470_47061","17700312","17700412","1770-03-12","1770-04-12","31","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_484_48495","17700312","17760403","1770-03-12","1776-04-03","2214","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_470_47062","17700313","17700326","1770-03-13","1770-03-26","13","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_488_48826","17700313","17700314","1770-03-13","1770-03-14","1","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_498_49894","17700313","17700317","1770-03-13","1770-03-17","4","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_507_50759","17700313","17700430","1770-03-13","1770-04-30","48","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_488_48827","17700314","17700506","1770-03-14","1770-05-06","53","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_488_48828","17700314","17770222","1770-03-14","1777-02-22","2537","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_488_48829","17700314","17700505","1770-03-14","1770-05-05","52","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_507_50761","17700314","17700508","1770-03-14","1770-05-08","55","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_507_50762","17700314","17700518","1770-03-14","1770-05-18","65","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_517_51772","17700314","17700430","1770-03-14","1770-04-30","47","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_517_51773","17700314","17700418","1770-03-14","1770-04-18","35","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_526_52675","17700314","17700518","1770-03-14","1770-05-18","65","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_457_45726","17700316","17731119","1770-03-16","1773-11-19","1344","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_460_46035","17700316","17700402","1770-03-16","1770-04-02","17","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_470_47063","17700316","17700320","1770-03-16","1770-03-20","4","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_470_47064","17700316","17700430","1770-03-16","1770-04-30","45","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_522_52244","17700316","17700718","1770-03-16","1770-07-18","124","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_460_46036","17700319","17700422","1770-03-19","1770-04-22","34","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_503_50358","17700319","17700329","1770-03-19","1770-03-29","10","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_507_50763","17700319","17700518","1770-03-19","1770-05-18","60","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_507_50764","17700319","17700430","1770-03-19","1770-04-30","42","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
