observation,period_start,period_end,concept,value,unit,literal_state,territory_version,population_universe,reference_time,source,locator
observation:dg1c:nl-hna-births-1800,1800,1800,live-birth,66467,events,,territory-version:netherlands:hna-current-northern:1800-1913:retrospective,source-defined-unresolved,,source:smits-horlings-vanzanden-2000-dutch-gnp,"Table A.1, physical PDF p.122 / printed p.109, number of births column; exact row/cell: Table A.1 row 1800, number of births column"
observation:dg1c:nl-hna-births-1801,1801,1801,live-birth,66467,events,,territory-version:netherlands:hna-current-northern:1800-1913:retrospective,source-defined-unresolved,,source:smits-horlings-vanzanden-2000-dutch-gnp,"Table A.1, physical PDF p.122 / printed p.109, number of births column; exact row/cell: Table A.1 row 1801, number of births column"
observation:dg1c:nl-hna-births-1802,1802,1802,live-birth,66467,events,,territory-version:netherlands:hna-current-northern:1800-1913:retrospective,source-defined-unresolved,,source:smits-horlings-vanzanden-2000-dutch-gnp,"Table A.1, physical PDF p.122 / printed p.109, number of births column; exact row/cell: Table A.1 row 1802, number of births column"
observation:dg1c:nl-hna-births-1803,1803,1803,live-birth,66467,events,,territory-version:netherlands:hna-current-northern:1800-1913:retrospective,source-defined-unresolved,,source:smits-horlings-vanzanden-2000-dutch-gnp,"Table A.1, physical PDF p.122 / printed p.109, number of births column; exact row/cell: Table A.1 row 1803, number of births column"
observation:dg1c:nl-hna-births-1804,1804,1804,live-birth,67550,events,,territory-version:netherlands:hna-current-northern:1800-1913:retrospective,source-defined-unresolved,,source:smits-horlings-vanzanden-2000-dutch-gnp,"Table A.1, physical PDF p.122 / printed p.109, number of births column; exact row/cell: Table A.1 row 1804, number of births column"
observation:dg1c:nl-hna-births-1805,1805,1805,live-birth,68177,events,,territory-version:netherlands:hna-current-northern:1800-1913:retrospective,source-defined-unresolved,,source:smits-horlings-vanzanden-2000-dutch-gnp,"Table A.1, physical PDF p.122 / printed p.109, number of births column; exact row/cell: Table A.1 row 1805, number of births column"
observation:dg1c:nl-hna-births-1806,1806,1806,live-birth,68911,events,,territory-version:netherlands:hna-current-northern:1800-1913:retrospective,source-defined-unresolved,,source:smits-horlings-vanzanden-2000-dutch-gnp,"Table A.1, physical PDF p.122 / printed p.109, number of births column; exact row/cell: Table A.1 row 1806, number of births column"
observation:dg1c:nl-hna-births-1807,1807,1807,live-birth,69233,events,,territory-version:netherlands:hna-current-northern:1800-1913:retrospective,source-defined-unresolved,,source:smits-horlings-vanzanden-2000-dutch-gnp,"Table A.1, physical PDF p.122 / printed p.109, number of births column; exact row/cell: Table A.1 row 1807, number of births column"
observation:dg1c:nl-hna-births-1808,1808,1808,live-birth,65301,events,,territory-version:netherlands:hna-current-northern:1800-1913:retrospective,source-defined-unresolved,,source:smits-horlings-vanzanden-2000-dutch-gnp,"Table A.1, physical PDF p.122 / printed p.109, number of births column; exact row/cell: Table A.1 row 1808, number of births column"
observation:dg1c:nl-hna-births-1809,1809,1809,live-birth,63729,events,,territory-version:netherlands:hna-current-northern:1800-1913:retrospective,source-defined-unresolved,,source:smits-horlings-vanzanden-2000-dutch-gnp,"Table A.1, physical PDF p.122 / printed p.109, number of births column; exact row/cell: Table A.1 row 1809, number of births column"
observation:dg1c:nl-hna-births-1810,1810,1810,live-birth,68472,events,,territory-version:netherlands:hna-current-northern:1800-1913:retrospective,source-defined-unresolved,,source:smits-horlings-vanzanden-2000-dutch-gnp,"Table A.1, physical PDF p.122 / printed p.109, number of births column; exact row/cell: Table A.1 row 1810, number of births column"
observation:dg1c:nl-hna-births-1811,1811,1811,live-birth,71902,events,,territory-version:netherlands:hna-current-northern:1800-1913:retrospective,source-defined-unresolved,,source:smits-horlings-vanzanden-2000-dutch-gnp,"Table A.1, physical PDF p.122 / printed p.109, number of births column; exact row/cell: Table A.1 row 1811, number of births column"
observation:dg1c:nl-hna-births-1812,1812,1812,live-birth,71071,events,,territory-version:netherlands:hna-current-northern:1800-1913:retrospective,source-defined-unresolved,,source:smits-horlings-vanzanden-2000-dutch-gnp,"Table A.1, physical PDF p.122 / printed p.109, number of births column; exact row/cell: Table A.1 row 1812, number of births column"
observation:dg1c:nl-hna-births-1813,1813,1813,live-birth,70410,events,,territory-version:netherlands:hna-current-northern:1800-1913:retrospective,source-defined-unresolved,,source:smits-horlings-vanzanden-2000-dutch-gnp,"Table A.1, physical PDF p.122 / printed p.109, number of births column; exact row/cell: Table A.1 row 1813, number of births column"
observation:dg1c:nl-hna-births-1814,1814,1814,live-birth,71926,events,,territory-version:netherlands:hna-current-northern:1800-1913:retrospective,source-defined-unresolved,,source:smits-horlings-vanzanden-2000-dutch-gnp,"Table A.1, physical PDF p.122 / printed p.109, number of births column; exact row/cell: Table A.1 row 1814, number of births column"
observation:dg1c:nl-hna-births-1815,1815,1815,live-birth,79069,events,,territory-version:netherlands:hna-current-northern:1800-1913:retrospective,source-defined-unresolved,,source:smits-horlings-vanzanden-2000-dutch-gnp,"Table A.1, physical PDF p.122 / printed p.109, number of births column; exact row/cell: Table A.1 row 1815, number of births column"
observation:dg1c:nl-hna-births-1816,1816,1816,live-birth,79148,events,,territory-version:netherlands:hna-current-northern:1800-1913:retrospective,source-defined-unresolved,,source:smits-horlings-vanzanden-2000-dutch-gnp,"Table A.1, physical PDF p.122 / printed p.109, number of births column; exact row/cell: Table A.1 row 1816, number of births column"
observation:dg1c:nl-hna-births-1817,1817,1817,live-birth,74489,events,,territory-version:netherlands:hna-current-northern:1800-1913:retrospective,source-defined-unresolved,,source:smits-horlings-vanzanden-2000-dutch-gnp,"Table A.1, physical PDF p.122 / printed p.109, number of births column; exact row/cell: Table A.1 row 1817, number of births column"
observation:dg1c:nl-hna-births-1818,1818,1818,live-birth,77184,events,,territory-version:netherlands:hna-current-northern:1800-1913:retrospective,source-defined-unresolved,,source:smits-horlings-vanzanden-2000-dutch-gnp,"Table A.1, physical PDF p.122 / printed p.109, number of births column; exact row/cell: Table A.1 row 1818, number of births column"
observation:dg1c:nl-hna-births-1819,1819,1819,live-birth,82682,events,,territory-version:netherlands:hna-current-northern:1800-1913:retrospective,source-defined-unresolved,,source:smits-horlings-vanzanden-2000-dutch-gnp,"Table A.1, physical PDF p.122 / printed p.109, number of births column; exact row/cell: Table A.1 row 1819, number of births column"
observation:dg1c:nl-hna-births-1820,1820,1820,live-birth,79374,events,,territory-version:netherlands:hna-current-northern:1800-1913:retrospective,source-defined-unresolved,,source:smits-horlings-vanzanden-2000-dutch-gnp,"Table A.1, physical PDF p.122 / printed p.109, number of births column; exact row/cell: Table A.1 row 1820, number of births column"
observation:dg1c:nl-hna-births-1821,1821,1821,live-birth,85439,events,,territory-version:netherlands:hna-current-northern:1800-1913:retrospective,source-defined-unresolved,,source:smits-horlings-vanzanden-2000-dutch-gnp,"Table A.1, physical PDF p.122 / printed p.109, number of births column; exact row/cell: Table A.1 row 1821, number of births column"
observation:dg1c:nl-hna-births-1822,1822,1822,live-birth,88910,events,,territory-version:netherlands:hna-current-northern:1800-1913:retrospective,source-defined-unresolved,,source:smits-horlings-vanzanden-2000-dutch-gnp,"Table A.1, physical PDF p.122 / printed p.109, number of births column; exact row/cell: Table A.1 row 1822, number of births column"
observation:dg1c:nl-hna-births-1823,1823,1823,live-birth,86449,events,,territory-version:netherlands:hna-current-northern:1800-1913:retrospective,source-defined-unresolved,,source:smits-horlings-vanzanden-2000-dutch-gnp,"Table A.1, physical PDF p.122 / printed p.109, number of births column; exact row/cell: Table A.1 row 1823, number of births column"
observation:dg1c:nl-hna-births-1824,1824,1824,live-birth,90223,events,,territory-version:netherlands:hna-current-northern:1800-1913:retrospective,source-defined-unresolved,,source:smits-horlings-vanzanden-2000-dutch-gnp,"Table A.1, physical PDF p.122 / printed p.109, number of births column; exact row/cell: Table A.1 row 1824, number of births column"
observation:dg1c:nl-hna-births-1825,1825,1825,live-birth,89834,events,,territory-version:netherlands:hna-current-northern:1800-1913:retrospective,source-defined-unresolved,,source:smits-horlings-vanzanden-2000-dutch-gnp,"Table A.1, physical PDF p.122 / printed p.109, number of births column; exact row/cell: Table A.1 row 1825, number of births column"
observation:dg1c:nl-hna-births-1826,1826,1826,live-birth,91252,events,,territory-version:netherlands:hna-current-northern:1800-1913:retrospective,source-defined-unresolved,,source:smits-horlings-vanzanden-2000-dutch-gnp,"Table A.1, physical PDF p.122 / printed p.109, number of births column; exact row/cell: Table A.1 row 1826, number of births column"
observation:dg1c:nl-hna-births-1827,1827,1827,live-birth,82471,events,,territory-version:netherlands:hna-current-northern:1800-1913:retrospective,source-defined-unresolved,,source:smits-horlings-vanzanden-2000-dutch-gnp,"Table A.1, physical PDF p.122 / printed p.109, number of births column; exact row/cell: Table A.1 row 1827, number of births column"
observation:dg1c:nl-hna-births-1828,1828,1828,live-birth,89910,events,,territory-version:netherlands:hna-current-northern:1800-1913:retrospective,source-defined-unresolved,,source:smits-horlings-vanzanden-2000-dutch-gnp,"Table A.1, physical PDF p.122 / printed p.109, number of births column; exact row/cell: Table A.1 row 1828, number of births column"
observation:dg1c:nl-hna-births-1829,1829,1829,live-birth,90618,events,,territory-version:netherlands:hna-current-northern:1800-1913:retrospective,source-defined-unresolved,,source:smits-horlings-vanzanden-2000-dutch-gnp,"Table A.1, physical PDF p.122 / printed p.109, number of births column; exact row/cell: Table A.1 row 1829, number of births column"
observation:dg1c:nl-hna-births-1830,1830,1830,live-birth,90883,events,,territory-version:netherlands:hna-current-northern:1800-1913:retrospective,source-defined-unresolved,,source:smits-horlings-vanzanden-2000-dutch-gnp,"Table A.1, physical PDF p.122 / printed p.109, number of births column; exact row/cell: Table A.1 row 1830, number of births column"
observation:dg1c:nl-hna-births-1831,1831,1831,live-birth,88184,events,,territory-version:netherlands:hna-current-northern:1800-1913:retrospective,source-defined-unresolved,,source:smits-horlings-vanzanden-2000-dutch-gnp,"Table A.1, physical PDF p.122 / printed p.109, number of births column; exact row/cell: Table A.1 row 1831, number of births column"
observation:dg1c:nl-hna-births-1832,1832,1832,live-birth,83273,events,,territory-version:netherlands:hna-current-northern:1800-1913:retrospective,source-defined-unresolved,,source:smits-horlings-vanzanden-2000-dutch-gnp,"Table A.1, physical PDF p.122 / printed p.109, number of births column; exact row/cell: Table A.1 row 1832, number of births column"
observation:dg1c:nl-hna-births-1833,1833,1833,live-birth,91186,events,,territory-version:netherlands:hna-current-northern:1800-1913:retrospective,source-defined-unresolved,,source:smits-horlings-vanzanden-2000-dutch-gnp,"Table A.1, physical PDF p.122 / printed p.109, number of births column; exact row/cell: Table A.1 row 1833, number of births column"
observation:dg1c:nl-hna-births-1834,1834,1834,live-birth,91446,events,,territory-version:netherlands:hna-current-northern:1800-1913:retrospective,source-defined-unresolved,,source:smits-horlings-vanzanden-2000-dutch-gnp,"Table A.1, physical PDF p.122 / printed p.109, number of births column; exact row/cell: Table A.1 row 1834, number of births column"
observation:dg1c:nl-hna-births-1835,1835,1835,live-birth,93467,events,,territory-version:netherlands:hna-current-northern:1800-1913:retrospective,source-defined-unresolved,,source:smits-horlings-vanzanden-2000-dutch-gnp,"Table A.1, physical PDF p.122 / printed p.109, number of births column; exact row/cell: Table A.1 row 1835, number of births column"
observation:dg1c:nl-hna-births-1836,1836,1836,live-birth,94527,events,,territory-version:netherlands:hna-current-northern:1800-1913:retrospective,source-defined-unresolved,,source:smits-horlings-vanzanden-2000-dutch-gnp,"Table A.1, physical PDF p.122 / printed p.109, number of births column; exact row/cell: Table A.1 row 1836, number of births column"
observation:dg1c:nl-hna-births-1837,1837,1837,live-birth,97098,events,,territory-version:netherlands:hna-current-northern:1800-1913:retrospective,source-defined-unresolved,,source:smits-horlings-vanzanden-2000-dutch-gnp,"Table A.1, physical PDF p.122 / printed p.109, number of births column; exact row/cell: Table A.1 row 1837, number of births column"
observation:dg1c:nl-hna-births-1838,1838,1838,live-birth,100363,events,,territory-version:netherlands:hna-current-northern:1800-1913:retrospective,source-defined-unresolved,,source:smits-horlings-vanzanden-2000-dutch-gnp,"Table A.1, physical PDF p.122 / printed p.109, number of births column; exact row/cell: Table A.1 row 1838, number of births column"
observation:dg1c:nl-hna-births-1839,1839,1839,live-birth,98390,events,,territory-version:netherlands:hna-current-northern:1800-1913:retrospective,source-defined-unresolved,,source:smits-horlings-vanzanden-2000-dutch-gnp,"Table A.1, physical PDF p.122 / printed p.109, number of births column; exact row/cell: Table A.1 row 1839, number of births column"
observation:dg1c:nl-hna-births-1840,1840,1840,live-birth,98348,events,,territory-version:netherlands:hna-current-northern:1800-1913:retrospective,source-defined-unresolved,,source:smits-horlings-vanzanden-2000-dutch-gnp,"Table A.1, physical PDF p.122 / printed p.109, number of births column; exact row/cell: Table A.1 row 1840, number of births column"
observation:dg1c:nl-hna-births-1841,1841,1841,live-birth,100852,events,,territory-version:netherlands:hna-current-northern:1800-1913:retrospective,source-defined-unresolved,,source:smits-horlings-vanzanden-2000-dutch-gnp,"Table A.1, physical PDF p.122 / printed p.109, number of births column; exact row/cell: Table A.1 row 1841, number of births column"
observation:dg1c:nl-hna-births-1842,1842,1842,live-birth,98787,events,,territory-version:netherlands:hna-current-northern:1800-1913:retrospective,source-defined-unresolved,,source:smits-horlings-vanzanden-2000-dutch-gnp,"Table A.1, physical PDF p.122 / printed p.109, number of births column; exact row/cell: Table A.1 row 1842, number of births column"
observation:dg1c:nl-hna-births-1843,1843,1843,live-birth,98197,events,,territory-version:netherlands:hna-current-northern:1800-1913:retrospective,source-defined-unresolved,,source:smits-horlings-vanzanden-2000-dutch-gnp,"Table A.1, physical PDF p.122 / printed p.109, number of births column; exact row/cell: Table A.1 row 1843, number of births column"
observation:dg1c:nl-hna-births-1844,1844,1844,live-birth,101233,events,,territory-version:netherlands:hna-current-northern:1800-1913:retrospective,source-defined-unresolved,,source:smits-horlings-vanzanden-2000-dutch-gnp,"Table A.1, physical PDF p.122 / printed p.109, number of births column; exact row/cell: Table A.1 row 1844, number of births column"
observation:dg1c:nl-hna-births-1845,1845,1845,live-birth,102054,events,,territory-version:netherlands:hna-current-northern:1800-1913:retrospective,source-defined-unresolved,,source:smits-horlings-vanzanden-2000-dutch-gnp,"Table A.1, physical PDF p.123 / printed p.110, number of births column; exact row/cell: Table A.1 row 1845, number of births column"
observation:dg1c:nl-hna-births-1846,1846,1846,live-birth,95309,events,,territory-version:netherlands:hna-current-northern:1800-1913:retrospective,source-defined-unresolved,,source:smits-horlings-vanzanden-2000-dutch-gnp,"Table A.1, physical PDF p.123 / printed p.110, number of births column; exact row/cell: Table A.1 row 1846, number of births column"
observation:dg1c:nl-hna-births-1847,1847,1847,live-birth,87204,events,,territory-version:netherlands:hna-current-northern:1800-1913:retrospective,source-defined-unresolved,,source:smits-horlings-vanzanden-2000-dutch-gnp,"Table A.1, physical PDF p.123 / printed p.110, number of births column; exact row/cell: Table A.1 row 1847, number of births column"
observation:dg1c:nl-hna-births-1848,1848,1848,live-birth,91026,events,,territory-version:netherlands:hna-current-northern:1800-1913:retrospective,source-defined-unresolved,,source:smits-horlings-vanzanden-2000-dutch-gnp,"Table A.1, physical PDF p.123 / printed p.110, number of births column; exact row/cell: Table A.1 row 1848, number of births column"
observation:dg1c:nl-hna-births-1849,1849,1849,live-birth,103279,events,,territory-version:netherlands:hna-current-northern:1800-1913:retrospective,source-defined-unresolved,,source:smits-horlings-vanzanden-2000-dutch-gnp,"Table A.1, physical PDF p.123 / printed p.110, number of births column; exact row/cell: Table A.1 row 1849, number of births column"
observation:dg1c:nl-hna-births-1850,1850,1850,live-birth,102899,events,,territory-version:netherlands:hna-current-northern:1800-1913:retrospective,source-defined-unresolved,,source:smits-horlings-vanzanden-2000-dutch-gnp,"Table A.1, physical PDF p.123 / printed p.110, number of births column; exact row/cell: Table A.1 row 1850, number of births column"
observation:dg1c:nl-hna-births-1851,1851,1851,live-birth,104628,events,,territory-version:netherlands:hna-current-northern:1800-1913:retrospective,source-defined-unresolved,,source:smits-horlings-vanzanden-2000-dutch-gnp,"Table A.1, physical PDF p.123 / printed p.110, number of births column; exact row/cell: Table A.1 row 1851, number of births column"
observation:dg1c:nl-hna-births-1852,1852,1852,live-birth,107782,events,,territory-version:netherlands:hna-current-northern:1800-1913:retrospective,source-defined-unresolved,,source:smits-horlings-vanzanden-2000-dutch-gnp,"Table A.1, physical PDF p.123 / printed p.110, number of births column; exact row/cell: Table A.1 row 1852, number of births column"
observation:dg1c:nl-hna-births-1853,1853,1853,live-birth,102257,events,,territory-version:netherlands:hna-current-northern:1800-1913:retrospective,source-defined-unresolved,,source:smits-horlings-vanzanden-2000-dutch-gnp,"Table A.1, physical PDF p.123 / printed p.110, number of births column; exact row/cell: Table A.1 row 1853, number of births column"
observation:dg1c:nl-hna-births-1854,1854,1854,live-birth,102655,events,,territory-version:netherlands:hna-current-northern:1800-1913:retrospective,source-defined-unresolved,,source:smits-horlings-vanzanden-2000-dutch-gnp,"Table A.1, physical PDF p.123 / printed p.110, number of births column; exact row/cell: Table A.1 row 1854, number of births column"
observation:dg1c:nl-hna-births-1855,1855,1855,live-birth,101621,events,,territory-version:netherlands:hna-current-northern:1800-1913:retrospective,source-defined-unresolved,,source:smits-horlings-vanzanden-2000-dutch-gnp,"Table A.1, physical PDF p.123 / printed p.110, number of births column; exact row/cell: Table A.1 row 1855, number of births column"
observation:dg1c:nl-hna-births-1856,1856,1856,live-birth,104178,events,,territory-version:netherlands:hna-current-northern:1800-1913:retrospective,source-defined-unresolved,,source:smits-horlings-vanzanden-2000-dutch-gnp,"Table A.1, physical PDF p.123 / printed p.110, number of births column; exact row/cell: Table A.1 row 1856, number of births column"
observation:dg1c:nl-hna-births-1857,1857,1857,live-birth,111735,events,,territory-version:netherlands:hna-current-northern:1800-1913:retrospective,source-defined-unresolved,,source:smits-horlings-vanzanden-2000-dutch-gnp,"Table A.1, physical PDF p.123 / printed p.110, number of births column; exact row/cell: Table A.1 row 1857, number of births column"
observation:dg1c:nl-hna-births-1858,1858,1858,live-birth,105750,events,,territory-version:netherlands:hna-current-northern:1800-1913:retrospective,source-defined-unresolved,,source:smits-horlings-vanzanden-2000-dutch-gnp,"Table A.1, physical PDF p.123 / printed p.110, number of births column; exact row/cell: Table A.1 row 1858, number of births column"
observation:dg1c:nl-hna-births-1859,1859,1859,live-birth,114022,events,,territory-version:netherlands:hna-current-northern:1800-1913:retrospective,source-defined-unresolved,,source:smits-horlings-vanzanden-2000-dutch-gnp,"Table A.1, physical PDF p.123 / printed p.110, number of births column; exact row/cell: Table A.1 row 1859, number of births column"
observation:dg1c:nl-hna-births-1860,1860,1860,live-birth,103945,events,,territory-version:netherlands:hna-current-northern:1800-1913:retrospective,source-defined-unresolved,,source:smits-horlings-vanzanden-2000-dutch-gnp,"Table A.1, physical PDF p.123 / printed p.110, number of births column; exact row/cell: Table A.1 row 1860, number of births column"
observation:dg1c:nl-hna-births-1861,1861,1861,live-birth,116463,events,,territory-version:netherlands:hna-current-northern:1800-1913:retrospective,source-defined-unresolved,,source:smits-horlings-vanzanden-2000-dutch-gnp,"Table A.1, physical PDF p.123 / printed p.110, number of births column; exact row/cell: Table A.1 row 1861, number of births column"
observation:dg1c:nl-hna-births-1862,1862,1862,live-birth,111037,events,,territory-version:netherlands:hna-current-northern:1800-1913:retrospective,source-defined-unresolved,,source:smits-horlings-vanzanden-2000-dutch-gnp,"Table A.1, physical PDF p.123 / printed p.110, number of births column; exact row/cell: Table A.1 row 1862, number of births column"
observation:dg1c:nl-hna-births-1863,1863,1863,live-birth,122180,events,,territory-version:netherlands:hna-current-northern:1800-1913:retrospective,source-defined-unresolved,,source:smits-horlings-vanzanden-2000-dutch-gnp,"Table A.1, physical PDF p.123 / printed p.110, number of births column; exact row/cell: Table A.1 row 1863, number of births column"
observation:dg1c:nl-hna-births-1864,1864,1864,live-birth,121611,events,,territory-version:netherlands:hna-current-northern:1800-1913:retrospective,source-defined-unresolved,,source:smits-horlings-vanzanden-2000-dutch-gnp,"Table A.1, physical PDF p.123 / printed p.110, number of births column; exact row/cell: Table A.1 row 1864, number of births column"
observation:dg1c:nl-hna-births-1865,1865,1865,live-birth,124820,events,,territory-version:netherlands:hna-current-northern:1800-1913:retrospective,source-defined-unresolved,,source:smits-horlings-vanzanden-2000-dutch-gnp,"Table A.1, physical PDF p.123 / printed p.110, number of births column; exact row/cell: Table A.1 row 1865, number of births column"
observation:dg1c:nl-hna-births-1866,1866,1866,live-birth,123656,events,,territory-version:netherlands:hna-current-northern:1800-1913:retrospective,source-defined-unresolved,,source:smits-horlings-vanzanden-2000-dutch-gnp,"Table A.1, physical PDF p.123 / printed p.110, number of births column; exact row/cell: Table A.1 row 1866, number of births column"
observation:dg1c:nl-hna-births-1867,1867,1867,live-birth,123598,events,,territory-version:netherlands:hna-current-northern:1800-1913:retrospective,source-defined-unresolved,,source:smits-horlings-vanzanden-2000-dutch-gnp,"Table A.1, physical PDF p.123 / printed p.110, number of births column; exact row/cell: Table A.1 row 1867, number of births column"
observation:dg1c:nl-hna-births-1868,1868,1868,live-birth,124412,events,,territory-version:netherlands:hna-current-northern:1800-1913:retrospective,source-defined-unresolved,,source:smits-horlings-vanzanden-2000-dutch-gnp,"Table A.1, physical PDF p.123 / printed p.110, number of births column; exact row/cell: Table A.1 row 1868, number of births column"
observation:dg1c:nl-hna-births-1869,1869,1869,live-birth,121553,events,,territory-version:netherlands:hna-current-northern:1800-1913:retrospective,source-defined-unresolved,,source:smits-horlings-vanzanden-2000-dutch-gnp,"Table A.1, physical PDF p.123 / printed p.110, number of births column; exact row/cell: Table A.1 row 1869, number of births column"
observation:dg1c:nl-hna-births-1870,1870,1870,live-birth,127452,events,,territory-version:netherlands:hna-current-northern:1800-1913:retrospective,source-defined-unresolved,,source:smits-horlings-vanzanden-2000-dutch-gnp,"Table A.1, physical PDF p.123 / printed p.110, number of births column; exact row/cell: Table A.1 row 1870, number of births column"
observation:dg1c:nl-hna-births-1871,1871,1871,live-birth,126995,events,,territory-version:netherlands:hna-current-northern:1800-1913:retrospective,source-defined-unresolved,,source:smits-horlings-vanzanden-2000-dutch-gnp,"Table A.1, physical PDF p.123 / printed p.110, number of births column; exact row/cell: Table A.1 row 1871, number of births column"
observation:dg1c:nl-hna-births-1872,1872,1872,live-birth,129097,events,,territory-version:netherlands:hna-current-northern:1800-1913:retrospective,source-defined-unresolved,,source:smits-horlings-vanzanden-2000-dutch-gnp,"Table A.1, physical PDF p.123 / printed p.110, number of births column; exact row/cell: Table A.1 row 1872, number of births column"
observation:dg1c:nl-hna-births-1873,1873,1873,live-birth,131241,events,,territory-version:netherlands:hna-current-northern:1800-1913:retrospective,source-defined-unresolved,,source:smits-horlings-vanzanden-2000-dutch-gnp,"Table A.1, physical PDF p.123 / printed p.110, number of births column; exact row/cell: Table A.1 row 1873, number of births column"
observation:dg1c:nl-hna-births-1874,1874,1874,live-birth,133133,events,,territory-version:netherlands:hna-current-northern:1800-1913:retrospective,source-defined-unresolved,,source:smits-horlings-vanzanden-2000-dutch-gnp,"Table A.1, physical PDF p.123 / printed p.110, number of births column; exact row/cell: Table A.1 row 1874, number of births column"
observation:dg1c:nl-hna-births-1875,1875,1875,live-birth,136147,events,,territory-version:netherlands:hna-current-northern:1800-1913:retrospective,source-defined-unresolved,,source:smits-horlings-vanzanden-2000-dutch-gnp,"Table A.1, physical PDF p.123 / printed p.110, number of births column; exact row/cell: Table A.1 row 1875, number of births column"
observation:dg1c:nl-hna-births-1876,1876,1876,live-birth,139224,events,,territory-version:netherlands:hna-current-northern:1800-1913:retrospective,source-defined-unresolved,,source:smits-horlings-vanzanden-2000-dutch-gnp,"Table A.1, physical PDF p.123 / printed p.110, number of births column; exact row/cell: Table A.1 row 1876, number of births column"
observation:dg1c:nl-hna-births-1877,1877,1877,live-birth,139469,events,,territory-version:netherlands:hna-current-northern:1800-1913:retrospective,source-defined-unresolved,,source:smits-horlings-vanzanden-2000-dutch-gnp,"Table A.1, physical PDF p.123 / printed p.110, number of births column; exact row/cell: Table A.1 row 1877, number of births column"
observation:dg1c:nl-hna-births-1878,1878,1878,live-birth,139716,events,,territory-version:netherlands:hna-current-northern:1800-1913:retrospective,source-defined-unresolved,,source:smits-horlings-vanzanden-2000-dutch-gnp,"Table A.1, physical PDF p.123 / printed p.110, number of births column; exact row/cell: Table A.1 row 1878, number of births column"
observation:dg1c:nl-hna-births-1879,1879,1879,live-birth,143827,events,,territory-version:netherlands:hna-current-northern:1800-1913:retrospective,source-defined-unresolved,,source:smits-horlings-vanzanden-2000-dutch-gnp,"Table A.1, physical PDF p.123 / printed p.110, number of births column; exact row/cell: Table A.1 row 1879, number of births column"
observation:dg1c:nl-hna-births-1880,1880,1880,live-birth,141362,events,,territory-version:netherlands:hna-current-northern:1800-1913:retrospective,source-defined-unresolved,,source:smits-horlings-vanzanden-2000-dutch-gnp,"Table A.1, physical PDF p.123 / printed p.110, number of births column; exact row/cell: Table A.1 row 1880, number of births column"
observation:dg1c:nl-hna-births-1881,1881,1881,live-birth,140152,events,,territory-version:netherlands:hna-current-northern:1800-1913:retrospective,source-defined-unresolved,,source:smits-horlings-vanzanden-2000-dutch-gnp,"Table A.1, physical PDF p.123 / printed p.110, number of births column; exact row/cell: Table A.1 row 1881, number of births column"
observation:dg1c:nl-hna-births-1882,1882,1882,live-birth,143479,events,,territory-version:netherlands:hna-current-northern:1800-1913:retrospective,source-defined-unresolved,,source:smits-horlings-vanzanden-2000-dutch-gnp,"Table A.1, physical PDF p.123 / printed p.110, number of births column; exact row/cell: Table A.1 row 1882, number of births column"
observation:dg1c:nl-hna-births-1883,1883,1883,live-birth,141249,events,,territory-version:netherlands:hna-current-northern:1800-1913:retrospective,source-defined-unresolved,,source:smits-horlings-vanzanden-2000-dutch-gnp,"Table A.1, physical PDF p.123 / printed p.110, number of births column; exact row/cell: Table A.1 row 1883, number of births column"
observation:dg1c:nl-hna-births-1884,1884,1884,live-birth,145276,events,,territory-version:netherlands:hna-current-northern:1800-1913:retrospective,source-defined-unresolved,,source:smits-horlings-vanzanden-2000-dutch-gnp,"Table A.1, physical PDF p.123 / printed p.110, number of births column; exact row/cell: Table A.1 row 1884, number of births column"
observation:dg1c:nl-hna-births-1885,1885,1885,live-birth,144755,events,,territory-version:netherlands:hna-current-northern:1800-1913:retrospective,source-defined-unresolved,,source:smits-horlings-vanzanden-2000-dutch-gnp,"Table A.1, physical PDF p.123 / printed p.110, number of births column; exact row/cell: Table A.1 row 1885, number of births column"
observation:dg1c:nl-hna-births-1886,1886,1886,live-birth,147383,events,,territory-version:netherlands:hna-current-northern:1800-1913:retrospective,source-defined-unresolved,,source:smits-horlings-vanzanden-2000-dutch-gnp,"Table A.1, physical PDF p.123 / printed p.110, number of births column; exact row/cell: Table A.1 row 1886, number of births column"
observation:dg1c:nl-hna-births-1887,1887,1887,live-birth,145829,events,,territory-version:netherlands:hna-current-northern:1800-1913:retrospective,source-defined-unresolved,,source:smits-horlings-vanzanden-2000-dutch-gnp,"Table A.1, physical PDF p.123 / printed p.110, number of births column; exact row/cell: Table A.1 row 1887, number of births column"
observation:dg1c:nl-hna-births-1888,1888,1888,live-birth,148423,events,,territory-version:netherlands:hna-current-northern:1800-1913:retrospective,source-defined-unresolved,,source:smits-horlings-vanzanden-2000-dutch-gnp,"Table A.1, physical PDF p.123 / printed p.110, number of births column; exact row/cell: Table A.1 row 1888, number of births column"
observation:dg1c:nl-hna-births-1889,1889,1889,live-birth,146992,events,,territory-version:netherlands:hna-current-northern:1800-1913:retrospective,source-defined-unresolved,,source:smits-horlings-vanzanden-2000-dutch-gnp,"Table A.1, physical PDF p.123 / printed p.110, number of births column; exact row/cell: Table A.1 row 1889, number of births column"
