observation,period_start,period_end,concept,value,unit,literal_state,territory_version,population_universe,reference_time,source,locator
observation:dg1c:nl-hna-surplus-births-1854,1854,1854,natural-change,24591,persons,,territory-version:netherlands:hna-current-northern:1800-1913:retrospective,source-defined-unresolved,,source:smits-horlings-vanzanden-2000-dutch-gnp,"Table A.1, physical PDF p.123 / printed p.110, surplus births column; exact row/cell: Table A.1 row 1854, surplus births column"
observation:dg1c:nl-hna-surplus-births-1855,1855,1855,natural-change,10225,persons,,territory-version:netherlands:hna-current-northern:1800-1913:retrospective,source-defined-unresolved,,source:smits-horlings-vanzanden-2000-dutch-gnp,"Table A.1, physical PDF p.123 / printed p.110, surplus births column; exact row/cell: Table A.1 row 1855, surplus births column"
observation:dg1c:nl-hna-surplus-births-1856,1856,1856,natural-change,26203,persons,,territory-version:netherlands:hna-current-northern:1800-1913:retrospective,source-defined-unresolved,,source:smits-horlings-vanzanden-2000-dutch-gnp,"Table A.1, physical PDF p.123 / printed p.110, surplus births column; exact row/cell: Table A.1 row 1856, surplus births column"
observation:dg1c:nl-hna-surplus-births-1857,1857,1857,natural-change,22419,persons,,territory-version:netherlands:hna-current-northern:1800-1913:retrospective,source-defined-unresolved,,source:smits-horlings-vanzanden-2000-dutch-gnp,"Table A.1, physical PDF p.123 / printed p.110, surplus births column; exact row/cell: Table A.1 row 1857, surplus births column"
observation:dg1c:nl-hna-surplus-births-1858,1858,1858,natural-change,12729,persons,,territory-version:netherlands:hna-current-northern:1800-1913:retrospective,source-defined-unresolved,,source:smits-horlings-vanzanden-2000-dutch-gnp,"Table A.1, physical PDF p.123 / printed p.110, surplus births column; exact row/cell: Table A.1 row 1858, surplus births column"
observation:dg1c:nl-hna-surplus-births-1859,1859,1859,natural-change,9408,persons,,territory-version:netherlands:hna-current-northern:1800-1913:retrospective,source-defined-unresolved,,source:smits-horlings-vanzanden-2000-dutch-gnp,"Table A.1, physical PDF p.123 / printed p.110, surplus births column; exact row/cell: Table A.1 row 1859, surplus births column"
observation:dg1c:nl-hna-surplus-births-1860,1860,1860,natural-change,19498,persons,,territory-version:netherlands:hna-current-northern:1800-1913:retrospective,source-defined-unresolved,,source:smits-horlings-vanzanden-2000-dutch-gnp,"Table A.1, physical PDF p.123 / printed p.110, surplus births column; exact row/cell: Table A.1 row 1860, surplus births column"
observation:dg1c:nl-hna-surplus-births-1861,1861,1861,natural-change,29112,persons,,territory-version:netherlands:hna-current-northern:1800-1913:retrospective,source-defined-unresolved,,source:smits-horlings-vanzanden-2000-dutch-gnp,"Table A.1, physical PDF p.123 / printed p.110, surplus births column; exact row/cell: Table A.1 row 1861, surplus births column"
observation:dg1c:nl-hna-surplus-births-1862,1862,1862,natural-change,28484,persons,,territory-version:netherlands:hna-current-northern:1800-1913:retrospective,source-defined-unresolved,,source:smits-horlings-vanzanden-2000-dutch-gnp,"Table A.1, physical PDF p.123 / printed p.110, surplus births column; exact row/cell: Table A.1 row 1862, surplus births column"
observation:dg1c:nl-hna-surplus-births-1863,1863,1863,natural-change,37538,persons,,territory-version:netherlands:hna-current-northern:1800-1913:retrospective,source-defined-unresolved,,source:smits-horlings-vanzanden-2000-dutch-gnp,"Table A.1, physical PDF p.123 / printed p.110, surplus births column; exact row/cell: Table A.1 row 1863, surplus births column"
observation:dg1c:nl-hna-surplus-births-1864,1864,1864,natural-change,31661,persons,,territory-version:netherlands:hna-current-northern:1800-1913:retrospective,source-defined-unresolved,,source:smits-horlings-vanzanden-2000-dutch-gnp,"Table A.1, physical PDF p.123 / printed p.110, surplus births column; exact row/cell: Table A.1 row 1864, surplus births column"
observation:dg1c:nl-hna-surplus-births-1865,1865,1865,natural-change,31772,persons,,territory-version:netherlands:hna-current-northern:1800-1913:retrospective,source-defined-unresolved,,source:smits-horlings-vanzanden-2000-dutch-gnp,"Table A.1, physical PDF p.123 / printed p.110, surplus births column; exact row/cell: Table A.1 row 1865, surplus births column"
observation:dg1c:nl-hna-surplus-births-1866,1866,1866,natural-change,20205,persons,,territory-version:netherlands:hna-current-northern:1800-1913:retrospective,source-defined-unresolved,,source:smits-horlings-vanzanden-2000-dutch-gnp,"Table A.1, physical PDF p.123 / printed p.110, surplus births column; exact row/cell: Table A.1 row 1866, surplus births column"
observation:dg1c:nl-hna-surplus-births-1867,1867,1867,natural-change,35925,persons,,territory-version:netherlands:hna-current-northern:1800-1913:retrospective,source-defined-unresolved,,source:smits-horlings-vanzanden-2000-dutch-gnp,"Table A.1, physical PDF p.123 / printed p.110, surplus births column; exact row/cell: Table A.1 row 1867, surplus births column"
observation:dg1c:nl-hna-surplus-births-1868,1868,1868,natural-change,32821,persons,,territory-version:netherlands:hna-current-northern:1800-1913:retrospective,source-defined-unresolved,,source:smits-horlings-vanzanden-2000-dutch-gnp,"Table A.1, physical PDF p.123 / printed p.110, surplus births column; exact row/cell: Table A.1 row 1868, surplus births column"
observation:dg1c:nl-hna-surplus-births-1869,1869,1869,natural-change,36764,persons,,territory-version:netherlands:hna-current-northern:1800-1913:retrospective,source-defined-unresolved,,source:smits-horlings-vanzanden-2000-dutch-gnp,"Table A.1, physical PDF p.123 / printed p.110, surplus births column; exact row/cell: Table A.1 row 1869, surplus births column"
observation:dg1c:nl-hna-surplus-births-1870,1870,1870,natural-change,31841,persons,,territory-version:netherlands:hna-current-northern:1800-1913:retrospective,source-defined-unresolved,,source:smits-horlings-vanzanden-2000-dutch-gnp,"Table A.1, physical PDF p.123 / printed p.110, surplus births column; exact row/cell: Table A.1 row 1870, surplus births column"
observation:dg1c:nl-hna-surplus-births-1871,1871,1871,natural-change,18707,persons,,territory-version:netherlands:hna-current-northern:1800-1913:retrospective,source-defined-unresolved,,source:smits-horlings-vanzanden-2000-dutch-gnp,"Table A.1, physical PDF p.123 / printed p.110, surplus births column; exact row/cell: Table A.1 row 1871, surplus births column"
observation:dg1c:nl-hna-surplus-births-1872,1872,1872,natural-change,31936,persons,,territory-version:netherlands:hna-current-northern:1800-1913:retrospective,source-defined-unresolved,,source:smits-horlings-vanzanden-2000-dutch-gnp,"Table A.1, physical PDF p.123 / printed p.110, surplus births column; exact row/cell: Table A.1 row 1872, surplus births column"
observation:dg1c:nl-hna-surplus-births-1873,1873,1873,natural-change,39399,persons,,territory-version:netherlands:hna-current-northern:1800-1913:retrospective,source-defined-unresolved,,source:smits-horlings-vanzanden-2000-dutch-gnp,"Table A.1, physical PDF p.123 / printed p.110, surplus births column; exact row/cell: Table A.1 row 1873, surplus births column"
observation:dg1c:nl-hna-surplus-births-1874,1874,1874,natural-change,45125,persons,,territory-version:netherlands:hna-current-northern:1800-1913:retrospective,source-defined-unresolved,,source:smits-horlings-vanzanden-2000-dutch-gnp,"Table A.1, physical PDF p.123 / printed p.110, surplus births column; exact row/cell: Table A.1 row 1874, surplus births column"
observation:dg1c:nl-hna-surplus-births-1875,1875,1875,natural-change,36990,persons,,territory-version:netherlands:hna-current-northern:1800-1913:retrospective,source-defined-unresolved,,source:smits-horlings-vanzanden-2000-dutch-gnp,"Table A.1, physical PDF p.123 / printed p.110, surplus births column; exact row/cell: Table A.1 row 1875, surplus births column"
observation:dg1c:nl-hna-surplus-births-1876,1876,1876,natural-change,46051,persons,,territory-version:netherlands:hna-current-northern:1800-1913:retrospective,source-defined-unresolved,,source:smits-horlings-vanzanden-2000-dutch-gnp,"Table A.1, physical PDF p.123 / printed p.110, surplus births column; exact row/cell: Table A.1 row 1876, surplus births column"
observation:dg1c:nl-hna-surplus-births-1877,1877,1877,natural-change,50031,persons,,territory-version:netherlands:hna-current-northern:1800-1913:retrospective,source-defined-unresolved,,source:smits-horlings-vanzanden-2000-dutch-gnp,"Table A.1, physical PDF p.123 / printed p.110, surplus births column; exact row/cell: Table A.1 row 1877, surplus births column"
observation:dg1c:nl-hna-surplus-births-1878,1878,1878,natural-change,45947,persons,,territory-version:netherlands:hna-current-northern:1800-1913:retrospective,source-defined-unresolved,,source:smits-horlings-vanzanden-2000-dutch-gnp,"Table A.1, physical PDF p.123 / printed p.110, surplus births column; exact row/cell: Table A.1 row 1878, surplus births column"
observation:dg1c:nl-hna-surplus-births-1879,1879,1879,natural-change,50616,persons,,territory-version:netherlands:hna-current-northern:1800-1913:retrospective,source-defined-unresolved,,source:smits-horlings-vanzanden-2000-dutch-gnp,"Table A.1, physical PDF p.123 / printed p.110, surplus births column; exact row/cell: Table A.1 row 1879, surplus births column"
observation:dg1c:nl-hna-surplus-births-1880,1880,1880,natural-change,43587,persons,,territory-version:netherlands:hna-current-northern:1800-1913:retrospective,source-defined-unresolved,,source:smits-horlings-vanzanden-2000-dutch-gnp,"Table A.1, physical PDF p.123 / printed p.110, surplus births column; exact row/cell: Table A.1 row 1880, surplus births column"
observation:dg1c:nl-hna-surplus-births-1881,1881,1881,natural-change,49609,persons,,territory-version:netherlands:hna-current-northern:1800-1913:retrospective,source-defined-unresolved,,source:smits-horlings-vanzanden-2000-dutch-gnp,"Table A.1, physical PDF p.123 / printed p.110, surplus births column; exact row/cell: Table A.1 row 1881, surplus births column"
observation:dg1c:nl-hna-surplus-births-1882,1882,1882,natural-change,54554,persons,,territory-version:netherlands:hna-current-northern:1800-1913:retrospective,source-defined-unresolved,,source:smits-horlings-vanzanden-2000-dutch-gnp,"Table A.1, physical PDF p.123 / printed p.110, surplus births column; exact row/cell: Table A.1 row 1882, surplus births column"
observation:dg1c:nl-hna-surplus-births-1883,1883,1883,natural-change,46740,persons,,territory-version:netherlands:hna-current-northern:1800-1913:retrospective,source-defined-unresolved,,source:smits-horlings-vanzanden-2000-dutch-gnp,"Table A.1, physical PDF p.123 / printed p.110, surplus births column; exact row/cell: Table A.1 row 1883, surplus births column"
observation:dg1c:nl-hna-surplus-births-1884,1884,1884,natural-change,47659,persons,,territory-version:netherlands:hna-current-northern:1800-1913:retrospective,source-defined-unresolved,,source:smits-horlings-vanzanden-2000-dutch-gnp,"Table A.1, physical PDF p.123 / printed p.110, surplus births column; exact row/cell: Table A.1 row 1884, surplus births column"
observation:dg1c:nl-hna-surplus-births-1885,1885,1885,natural-change,51178,persons,,territory-version:netherlands:hna-current-northern:1800-1913:retrospective,source-defined-unresolved,,source:smits-horlings-vanzanden-2000-dutch-gnp,"Table A.1, physical PDF p.123 / printed p.110, surplus births column; exact row/cell: Table A.1 row 1885, surplus births column"
observation:dg1c:nl-hna-surplus-births-1886,1886,1886,natural-change,48676,persons,,territory-version:netherlands:hna-current-northern:1800-1913:retrospective,source-defined-unresolved,,source:smits-horlings-vanzanden-2000-dutch-gnp,"Table A.1, physical PDF p.123 / printed p.110, surplus births column; exact row/cell: Table A.1 row 1886, surplus births column"
observation:dg1c:nl-hna-surplus-births-1887,1887,1887,natural-change,55408,persons,,territory-version:netherlands:hna-current-northern:1800-1913:retrospective,source-defined-unresolved,,source:smits-horlings-vanzanden-2000-dutch-gnp,"Table A.1, physical PDF p.123 / printed p.110, surplus births column; exact row/cell: Table A.1 row 1887, surplus births column"
observation:dg1c:nl-hna-surplus-births-1888,1888,1888,natural-change,54511,persons,,territory-version:netherlands:hna-current-northern:1800-1913:retrospective,source-defined-unresolved,,source:smits-horlings-vanzanden-2000-dutch-gnp,"Table A.1, physical PDF p.123 / printed p.110, surplus births column; exact row/cell: Table A.1 row 1888, surplus births column"
observation:dg1c:nl-hna-surplus-births-1889,1889,1889,natural-change,52320,persons,,territory-version:netherlands:hna-current-northern:1800-1913:retrospective,source-defined-unresolved,,source:smits-horlings-vanzanden-2000-dutch-gnp,"Table A.1, physical PDF p.123 / printed p.110, surplus births column; exact row/cell: Table A.1 row 1889, surplus births column"
observation:dg1c:nl-hna-surplus-births-1890,1890,1890,natural-change,49511,persons,,territory-version:netherlands:hna-current-northern:1800-1913:retrospective,source-defined-unresolved,,source:smits-horlings-vanzanden-2000-dutch-gnp,"Table A.1, physical PDF p.123 / printed p.110, surplus births column; exact row/cell: Table A.1 row 1890, surplus births column"
observation:dg1c:nl-hna-surplus-births-1891,1891,1891,natural-change,52489,persons,,territory-version:netherlands:hna-current-northern:1800-1913:retrospective,source-defined-unresolved,,source:smits-horlings-vanzanden-2000-dutch-gnp,"Table A.1, physical PDF p.123 / printed p.110, surplus births column; exact row/cell: Table A.1 row 1891, surplus births column"
observation:dg1c:nl-hna-surplus-births-1892,1892,1892,natural-change,45912,persons,,territory-version:netherlands:hna-current-northern:1800-1913:retrospective,source-defined-unresolved,,source:smits-horlings-vanzanden-2000-dutch-gnp,"Table A.1, physical PDF p.123 / printed p.110, surplus births column; exact row/cell: Table A.1 row 1892, surplus births column"
observation:dg1c:nl-hna-surplus-births-1893,1893,1893,natural-change,59937,persons,,territory-version:netherlands:hna-current-northern:1800-1913:retrospective,source-defined-unresolved,,source:smits-horlings-vanzanden-2000-dutch-gnp,"Table A.1, physical PDF p.123 / printed p.110, surplus births column; exact row/cell: Table A.1 row 1893, surplus births column"
observation:dg1c:nl-hna-surplus-births-1894,1894,1894,natural-change,58828,persons,,territory-version:netherlands:hna-current-northern:1800-1913:retrospective,source-defined-unresolved,,source:smits-horlings-vanzanden-2000-dutch-gnp,"Table A.1, physical PDF p.123 / printed p.110, surplus births column; exact row/cell: Table A.1 row 1894, surplus births column"
observation:dg1c:nl-hna-surplus-births-1895,1895,1895,natural-change,59985,persons,,territory-version:netherlands:hna-current-northern:1800-1913:retrospective,source-defined-unresolved,,source:smits-horlings-vanzanden-2000-dutch-gnp,"Table A.1, physical PDF p.124 / printed p.111, surplus births column; exact row/cell: Table A.1 row 1895, surplus births column"
observation:dg1c:nl-hna-surplus-births-1896,1896,1896,natural-change,66210,persons,,territory-version:netherlands:hna-current-northern:1800-1913:retrospective,source-defined-unresolved,,source:smits-horlings-vanzanden-2000-dutch-gnp,"Table A.1, physical PDF p.124 / printed p.111, surplus births column; exact row/cell: Table A.1 row 1896, surplus births column"
observation:dg1c:nl-hna-surplus-births-1897,1897,1897,natural-change,67137,persons,,territory-version:netherlands:hna-current-northern:1800-1913:retrospective,source-defined-unresolved,,source:smits-horlings-vanzanden-2000-dutch-gnp,"Table A.1, physical PDF p.124 / printed p.111, surplus births column; exact row/cell: Table A.1 row 1897, surplus births column"
observation:dg1c:nl-hna-surplus-births-1898,1898,1898,natural-change,64632,persons,,territory-version:netherlands:hna-current-northern:1800-1913:retrospective,source-defined-unresolved,,source:smits-horlings-vanzanden-2000-dutch-gnp,"Table A.1, physical PDF p.124 / printed p.111, surplus births column; exact row/cell: Table A.1 row 1898, surplus births column"
observation:dg1c:nl-hna-surplus-births-1899,1899,1899,natural-change,66080,persons,,territory-version:netherlands:hna-current-northern:1800-1913:retrospective,source-defined-unresolved,,source:smits-horlings-vanzanden-2000-dutch-gnp,"Table A.1, physical PDF p.124 / printed p.111, surplus births column; exact row/cell: Table A.1 row 1899, surplus births column"
observation:dg1c:nl-hna-surplus-births-1900,1900,1900,natural-change,70644,persons,,territory-version:netherlands:hna-current-northern:1800-1913:retrospective,source-defined-unresolved,,source:smits-horlings-vanzanden-2000-dutch-gnp,"Table A.1, physical PDF p.124 / printed p.111, surplus births column; exact row/cell: Table A.1 row 1900, surplus births column"
