sourceRow,A,A_state,B,B_state,C,C_state,D,D_state,E,E_state,F,F_state,G,G_state,H,H_state,I,I_state,J,J_state,K,K_state,L,L_state,M,M_state,N,N_state,O,O_state,P,P_state,Q,Q_state,R,R_state,S,S_state,T,T_state,U,U_state,V,V_state,W,W_state,X,X_state,Y,Y_state,Z,Z_state,AA,AA_state,AB,AB_state,AC,AC_state,AD,AD_state,AE,AE_state,AF,AF_state,AG,AG_state,AH,AH_state,AI,AI_state,AJ,AJ_state,AK,AK_state,AL,AL_state,AM,AM_state,AN,AN_state,AO,AO_state,AP,AP_state,AQ,AQ_state,AR,AR_state,AS,AS_state,AT,AT_state,AU,AU_state,AV,AV_state,AW,AW_state,AX,AX_state,AY,AY_state,AZ,AZ_state,BA,BA_state,BB,BB_state,BC,BC_state,BD,BD_state,BE,BE_state,BF,BF_state,BG,BG_state,BH,BH_state,BI,BI_state,BJ,BJ_state,BK,BK_state,BL,BL_state,BM,BM_state,BN,BN_state,BO,BO_state,BP,BP_state,BQ,BQ_state,BR,BR_state,BS,BS_state,BT,BT_state,BU,BU_state,BV,BV_state,BW,BW_state,BX,BX_state,BY,BY_state,BZ,BZ_state,CA,CA_state,CB,CB_state,CC,CC_state,CD,CD_state,CE,CE_state,CF,CF_state,CG,CG_state,CH,CH_state,CI,CI_state,CJ,CJ_state,CK,CK_state,CL,CL_state,CM,CM_state,CN,CN_state,CO,CO_state,CP,CP_state,CQ,CQ_state,CR,CR_state,CS,CS_state,CT,CT_state,CU,CU_state,CV,CV_state,CW,CW_state,CX,CX_state,CY,CY_state,CZ,CZ_state,DA,DA_state,DB,DB_state,DC,DC_state,DD,DD_state,DE,DE_state,DF,DF_state,DG,DG_state,DH,DH_state,DI,DI_state,DJ,DJ_state,DK,DK_state,DL,DL_state,DM,DM_state,DN,DN_state,DO,DO_state,DP,DP_state,DQ,DQ_state,DR,DR_state,DS,DS_state,DT,DT_state,DU,DU_state,DV,DV_state,DW,DW_state,DX,DX_state,DY,DY_state,DZ,DZ_state,EA,EA_state,EB,EB_state,EC,EC_state,ED,ED_state,EE,EE_state,EF,EF_state,EG,EG_state,EH,EH_state,EI,EI_state,EJ,EJ_state,EK,EK_state,EL,EL_state,EM,EM_state,EN,EN_state,EO,EO_state,EP,EP_state,EQ,EQ_state,ER,ER_state,ES,ES_state,ET,ET_state,EU,EU_state,EV,EV_state,EW,EW_state,EX,EX_state,EY,EY_state,EZ,EZ_state,FA,FA_state,FB,FB_state,FC,FC_state
76,,"      Collection, purification and distribution of water",41,,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank
77,,   CONSTRUCTION,,F,,blank,89.99883006663279,,90.45253008656255,,89.20078208737674,,92.17653172041658,,96.18122199696921,,97.96779037823197,,102.58321660087528,,104.83246892645577,,107.04176300233284,,108.94501436837834,,107.55052392838576,,108.6433383633635,,107.34780622763195,,109.431390776785,,108.76506838968518,,108.48892797731833,,110.11641265563348,,109.77144654985652,,108.87352675220487,,108.40294648518001,,106.2561101000028,,108.08032248461046,,107.5614474295917,,108.84712629541046,,108.74939549050423,,111.68313392772022,,115.36447221302392,,119.48294014599993,,127.19289943267917,,129.92159644662593,,132.22896963711707,,131.991435827309,,134.4543945943724,,138.3307006671975,,142.07643070356943,,142.67116699966257,,146.78550683868087,,136.34145874023073,,130.27024927665985,,141.1473949538553,,157.30906108874217,,161.96916771622,,160.7641116297749,,168.4152802210783,,171.43002661861448,,166.81163739295314,,172.317807439351,,179.7525285783529,,183.67025085465218,,191.46248863391915,,193.72573570392353,,195.919391588061,,196.06492904866386,,197.20217740697262,,199.0016066518791,,209.1711567598444,,206.1840268861432,,205.94991525490806,,203.63669709646945,,202.8397855093297,,200.83310924654631,,201.389299157655,,203.65952683575654,,205.86997735017704,,205.22958929152338,,200.75674181128332,,207.22973946682376,,216.72906618100197,,225.3837486878215,,234.65903892968427,,249.7646478620102,,253.65789405769107,,266.62973418285014,,277.25539423193095,,289.9163094880319,,301.55686372119095,,314.86742774746807,,327.7402076336561,,335.63690206833803,,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank
78,,"TRADE, HOTELS AND RESTAURANTS",,G; H,,blank,243.45074695807008,,263.8440373746083,,266.79251940367755,,273.04054621814964,,273.10083471357797,,280.3249716791275,,281.2026251554895,,280.88894714528345,,271.1402099495494,,273.2485386994374,,284.4384908673633,,298.5294573796453,,323.1921586655356,,284.40565872526435,,293.8767360884649,,303.03594435765035,,309.6123293242101,,333.63126777971524,,367.07869846604456,,422.1019706439854,,441.7759901325388,,485.1162499191615,,491.2173364630982,,489.54876536714306,,498.2313052977984,,524.1976590279319,,524.1459823486942,,535.6769656818427,,549.343490784718,,592.7844681554187,,610.2325828321285,,652.5281954540372,,646.4921566769001,,677.7659268126063,,723.3830871180669,,772.1254256377473,,821.0158964842346,,965.7178245205147,,1022.8900763568321,,976.8367377371012,,943.9409601334022,,887.4523506621016,,874.1184636632838,,866.0140037801312,,848.6470487620461,,943.98320214,,940.1856469896622,,939.0875711560395,,929.3638658107137,,852.7037500492738,,821.8283975892487,,787.6445247990896,,848.3033804915281,,880.1013965118585,,906.8606789589642,,948.9953351263671,,967.1824663104543,,919.6797160602795,,927.6635794165851,,913.330212697887,,963.3229008531118,,1009.2149016649232,,1052.3326608302934,,1058.689064092612,,1136.3538496107442,,1183.214015636655,,1152.136508736811,,1172.4038922912143,,1221.8535032856023,,1261.5152114090215,,1340.0710443909807,,1419.9297832093152,,1492.3307130941096,,1372.4671111998136,,1390.9365441829552,,1486.04418117772,,1538.0074189397253,,1636.3297376115354,,1687.3490835707712,,,blank,,blank,,blank,,blank,,blank,,blank,5421.566320936487,,5110.133743886998,,5671.859108060963,,7097.147245658915,,9023.010700869163,,9304.33401704709,,11810.879262463306,,15184.883008315412,,16848.226150870352,,18876.370546806284,,18153.808487716702,,15510.964305493166,,12101.881351686796,,11473.217543389377,,10943.660954138551,,11655.956565187422,,13252.65202691568,,15682.096227755086,,14505.102026270493,,13412.687144333391,,,blank,,blank,,blank,,blank,,blank,20182.967539348458,,42060.80423957546,,55159.66618180014,,63746.976142420055,,62636.50878441858,,67401.54961222605,,80788.65486218923,,81912.64730390256,,86350.26473,,89914,,95342,,100532,,107545,,110699,,117036,,123567,,133954,,145045,,158110,,172637,,190717,,209447,,228937,,241231,,263820,,296459,,349076,,382261,,431408,,497296,,562147,,664926,,722400,,769511,,794709,,884346,,937835,,1043043,,1143469,,1199157,,1304165,,1419245,,1525992,,1616142,,1735850,,1896974,
79,,   TRADE,,G,,blank,144.57441390916009,,164.56587573535808,,167.49513682384014,,168.53696859630566,,174.3012687654318,,183.02819770380373,,184.5309793224152,,184.94086612107034,,180.19619283846862,,169.33184322404458,,182.9378629820952,,196.40269720346942,,228.72877252493691,,182.8192698820144,,186.42824258030882,,190.97689017288016,,196.09810460563395,,222.35762945613857,,254.84295559906843,,313.48361924522374,,328.4696224626781,,360.04400455518044,,351.4813705692015,,335.12056241098327,,337.69181640804845,,374.68760130207704,,386.9456336265453,,394.3545253042445,,400.45407335402837,,437.79832685904586,,447.54863962893165,,485.44634514031696,,479.3089973499707,,507.53183769169704,,541.7595770926425,,578.832053814433,,654.5777095552378,,778.3375180428909,,813.4257861812273,,761.8302460022177,,708.4685238412324,,657.4685841877101,,658.8945169172337,,652.877019940739,,633.8741467249265,,723.2869643881108,,714.724340188863,,713.7283125770847,,701.3032488779437,,615.1719743679139,,574.7941879206915,,554.1531699760906,,599.8234694733978,,624.5380146724559,,650.5984296158318,,684.4271229665376,,686.3495343539266,,635.3093054430128,,637.0181422369635,,618.796055599484,,645.0900203281308,,671.9039609412099,,699.9172489159479,,716.3178847660342,,776.618965995362,,806.5704456668933,,770.2439916924461,,804.5310415518625,,858.7706427689251,,888.6220696324511,,930.8794313675733,,1011.0253047677943,,1085.8901161481072,,971.397063088347,,995.0285761362236,,1064.8381354942971,,1114.251905767007,,1197.672623868117,,1226.6534591868922,,,blank,,blank,,blank,,blank,,blank,1403.3097445697647,,4348.0513911471735,,3989.3952158776774,,4320.008888129993,,5517.099448253415,,7145.050741908015,,7325.874470101907,,9370.943540507418,,12153.905099776837,,13432.435693545327,,15100.799036586737,,14034.81979803647,,11526.84681009634,,8797.425010418432,,8362.437731529652,,7957.291412905901,,8744.00902368124,,10225.858487839638,,12484.341307781295,,11217.980929918334,,10364.000386462314,,,blank,,blank,,blank,,blank,,blank,13034.098574830832,,29324.7277060545,,39598.793151214566,,46117.07736757521,,45251.708009994414,,49454.183598291325,,60323.9333555375,,59240.29811553041,,62060,,63214,,67590,,71624,,76192,,77002,,83067,,88429,,97547,,107099,,118255,,128299,,142850,,158372,,172118,,181279,,199227,,222923,,265171,,288282,,324266,,375814,,417722,,497393,,532481,,565583,,577927,,653999,,684979,,762697,,838543,,870918,,956456,,1050890,,1127235,,1180208,,1250189,,1366730,
80,,   HOTELS AND RESTAURANTS,,H,,blank,98.87633304891,,99.27816163925021,,99.29738257983742,,104.50357762184397,,98.7995659481462,,97.29677397532375,,96.67164583307428,,95.9480810242131,,90.94401711108077,,103.9166954753928,,101.50062788526813,,102.12676017617586,,94.46338614059867,,101.58638884324996,,107.44849350815608,,112.05905418477022,,113.51422471857614,,111.2736383235767,,112.23574286697614,,108.61835139876169,,113.30636766986072,,125.07224536398105,,139.73596589389672,,154.4282029561598,,160.5394888897499,,149.5100577258548,,137.2003487221489,,141.3224403775982,,148.8894174306897,,154.98614129637286,,162.68394320319683,,167.0818503137203,,167.18315932692934,,170.23408912090923,,181.6235100254243,,193.2933718233143,,166.43818692899688,,187.38030647762375,,209.4642901756048,,215.00649173488347,,235.47243629216987,,229.98376647439144,,215.22394674605016,,213.1369838393922,,214.77290203711965,,220.69623775188919,,225.46130680079926,,225.35925857895484,,228.06061693277,,237.5317756813599,,247.03420966855714,,233.491354822999,,248.4799110181302,,255.56338183940258,,256.2622493431323,,264.5682121598295,,280.83293195652766,,284.37041061726666,,290.6454371796216,,294.5341570984029,,318.232880524981,,337.3109407237133,,352.41541191434555,,342.37117932657765,,359.7348836153821,,376.6435699697617,,381.8925170443649,,367.8728507393518,,363.08286051667716,,372.89314177657036,,409.1916130234075,,408.90447844152106,,406.4405969460024,,401.0700481114667,,395.90796804673164,,421.2060456834228,,423.75551317271834,,438.6571137434184,,460.6956243838791,,,blank,,blank,,blank,,blank,,blank,,blank,1073.514929789313,,1120.7385280093208,,1351.8502199309708,,1580.0477974055,,1877.959958961148,,1978.4595469451826,,2439.9357219558874,,3030.9779085385744,,3415.790457325027,,3775.5715102195454,,4118.988689680232,,3984.117495396825,,3304.456341268364,,3110.779811859726,,2986.36954123265,,2911.947541506183,,3026.7935390760426,,3197.754919973791,,3287.121096352159,,3048.6867578710776,,2465.378944376474,,2195.2104617744017,,2345.0166356626933,,2901.717387473087,,3461.7924094614405,,7148.8689645176255,,12736.076533520965,,15560.873030585572,,17629.89877484484,,17384.800774424166,,17947.36601393473,,20464.721506651727,,22672.34918837215,,24290.26473,,26700,,27752,,28908,,31353,,33697,,33969,,35138,,36407,,37946,,39855,,44338,,47867,,51075,,56819,,59952,,64593,,73536,,83905,,93979,,107142,,121482,,144425,,167533,,189919,,203928,,216782,,230347,,252856,,280346,,304926,,328239,,347709,,368355,,398757,,435934,,485661,,530244,
81,,TRANSPORT AND COMMUNICATIONS,,I,,blank,120.91023657863485,,136.49961706885648,,150.389194021722,,157.8264436369469,,165.0939432228709,,150.2941081973938,,148.3874102506343,,72.24073774220278,,72.50599123049504,,76.95165565110025,,87.52273171335051,,89.21316838690569,,98.43983405524942,,72.79621698360351,,78.70475480599832,,82.93367296947673,,84.05024841446357,,85.95542517027575,,92.09933529490063,,106.3413403292406,,103.13060453144232,,104.34323408462721,,104.3318130752425,,107.1699528864962,,106.93772299864088,,116.06796607928833,,125.19546375815122,,134.05806218471034,,130.19375838308318,,126.79954865149423,,138.44528113673152,,133.56251961682506,,132.79800963915986,,140.47849833716805,,149.7320879047952,,156.4469189185935,,172.53264024093403,,180.74822311053958,,166.3014590920351,,170.50449263168107,,171.81192381140656,,186.86580771552346,,187.97619286060808,,190.2508898987614,,198.2429702954117,,215.97799732299404,,213.79312659201184,,223.35394361025826,,216.47705704709125,,214.43611972693515,,211.6359766854513,,206.5923965494456,,230.35456963547992,,251.52631397178263,,250.2998288095338,,254.33622221357814,,259.31395749798185,,241.02045136099647,,266.83478129297583,,268.1437594038384,,273.56860363834915,,284.03663684475634,,278.92483222689384,,305.85073057655165,,325.1304052462702,,320.67031184761123,,308.5041158073369,,332.77946682620586,,355.87263974303033,,386.0133933273522,,404.5729733708632,,446.4650086570756,,437.76240775366233,,436.2617915455417,,456.2798701084031,,512.1095939170423,,561.9027942642438,,600.4237896047349,,631.8822688030589,,,blank,,blank,,blank,,blank,,blank,,blank,1341.8166179377035,,1284.9737580411538,,1448.7077432733313,,1560.9252676680626,,2050.2205208147443,,2256.9255495398725,,2964.9334864084894,,3751.216797485278,,4301.739424043734,,4886.248184290725,,4984.8265728244205,,4744.8956226930095,,4224.630214498166,,4133.585657307015,,4073.3364886897907,,3971.7846845717686,,4149.971320501077,,4642.557325236947,,4569.752812185515,,4597.607533867985,,,blank,,blank,,blank,,blank,,blank,,blank,14287.638468853884,,16710.072904268978,,18636.884341038152,,19658.187636042647,,21525.707855739864,,28279.30760269126,,26379.552781424376,,27164,,27958,,31162,,35696,,35326,,35659,,36925,,39932,,39888,,43120,,47053,,53206,,57807,,63559,,67574,,76087,,83065,,92632,,104853,,119162,,137208,,172728,,183179,,205033,,221667,,241710,,265300,,279627,,287953,,307304,,321803,,359412,,390529,,385592,,411446,,457108,,490573,,529006,
82,,   Transport,,60; 61; 62; 63,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank
83,,      Land Transport,60,,,blank,26.13367564560265,,27.458356295232083,,29.10234759200128,,31.721928867770192,,32.94249331050523,,32.354745756646324,,28.129427847557874,,25.06564735007482,,25.392708860557025,,29.93497210242549,,31.267018993472988,,30.198626755661145,,31.360242525203034,,22.364583771174676,,22.814680047480742,,25.00636978601407,,25.52207882089036,,27.617925375814472,,31.845857977804904,,35.63866059875029,,37.02074733695823,,35.36079180608853,,38.215850149944444,,41.84992638766106,,42.91550413978154,,45.211424344476356,,47.23186024583823,,48.69941752198727,,50.15638451176024,,54.648908279663864,,58.88775569109117,,59.137283137623555,,61.54554483127427,,66.70736445162133,,74.53852924091372,,76.51187527971608,,90.87860705081647,,93.01335762879106,,80.5269285616991,,85.64229125607703,,96.24894202023467,,101.4801606256666,,103.49919484491684,,108.80459988391546,,115.02920352831947,,124.31721633879239,,124.00007884552427,,131.25207239758018,,135.90164409986124,,128.92712356339513,,128.95702219970195,,128.06942815641136,,138.0521576661856,,146.25995661729718,,149.76924792298445,,145.53419020488695,,149.27097183588344,,147.97377731202576,,158.4840538142966,,163.40719768421786,,159.12560375192058,,169.2840711411694,,167.99784138203623,,177.40079670153943,,188.6369133356278,,179.09183686040188,,179.34710682742406,,196.0137372999101,,206.96603461519004,,218.6580805329216,,226.0627827663938,,234.66488719259877,,230.35043771361313,,242.31715647210137,,252.00819827567037,,278.3612140776862,,287.54108733489204,,298.41084547435764,,325.7508390795774,,,blank,,blank,,blank,,blank,,blank,,blank,725.3913136122367,,909.4054100002704,,1036.57636572693,,1077.150977684554,,1431.9738839446761,,1561.4527109910084,,2040.3612981970816,,2608.2857554349025,,3010.8389284324862,,3514.878743956693,,3446.883933955983,,3019.1144373336892,,2505.369145727552,,2486.649905964076,,2395.5399718214217,,2359.7356069866314,,2481.294264032365,,2774.3742600676273,,2653.3748886415856,,2723.903677956427,,2166.096883864153,,3117.030971490255,,3709.2836465235005,,3757.047401960477,,3082.588008162076,,8469.227928437835,,10092.344770216376,,11041.044082524688,,13370.33485372328,,14410.130338785755,,15285.192318593377,,17469.0400777472,,17973.822901134896,,16629,,16851,,17707,,18480,,19225,,18803,,19315,,20384,,20794,,21852,,24001,,26284,,27790,,30528,,31462,,33158,,35338,,39762,,43706,,48917,,54231,,63204,,67732,,70756,,73629,,80956,,89161,,86653,,83089,,90506,,95722,,95132,,104994,,109791,,116582,,132093,,144238,,153025,
84,,      Water Transport,61,,,blank,16.8111647768746,,19.958441820293622,,23.169661011254174,,25.122698712456337,,23.792266244163475,,19.643045272896924,,20.462001060658814,,21.634847487933282,,21.709444520972156,,20.94529390554363,,25.766320682223906,,28.180956363348123,,31.29384638868265,,21.924451059179184,,26.048124622620136,,24.18027690072497,,24.820260151107725,,25.62667283525048,,25.566582196331726,,30.926252720163724,,29.362273320342982,,30.83834592878082,,29.70263538187233,,30.987992255162286,,28.285588427095522,,29.493985504443064,,35.907942016834085,,42.93291556367258,,35.75667061718484,,28.409590207490638,,35.75962997396387,,32.23336072005986,,32.373919706790836,,35.240177132653955,,35.93732939512146,,39.82676226563467,,37.39153133949616,,42.836656868873135,,43.65548870740834,,41.199387408209404,,33.68412997581046,,41.00142886547242,,38.94530335939547,,35.87447032024083,,38.00943429724151,,43.63632740706354,,42.33592896189968,,43.530044971086355,,31.733379053832607,,36.378241836852865,,33.347434110096856,,29.68068828965724,,37.72430028941382,,46.84266148782419,,42.02370806388191,,51.739867763790485,,50.69983132193701,,37.03683201348372,,49.24166204234206,,42.88158134875469,,51.11260098048909,,47.090272850336234,,39.217806889025084,,46.94077732827479,,53.83023689643179,,51.58149768226652,,39.1345664221284,,43.15290074046081,,44.54084392079447,,57.00766145149194,,57.28654720584167,,82.49460247110528,,69.64195451032592,,61.499628201994994,,59.74105538412811,,70.0214289545993,,94.43077888738073,,89.86188519423524,,89.16513066733903,,,blank,,blank,,blank,,blank,,blank,111.76516690505937,,214.31822184787933,,94.35195060647263,,106.25261628640902,,125.67056273808925,,153.75081085492585,,162.2752077610865,,220.3661655440277,,276.480910565329,,302.582278187484,,328.182869538698,,370.68529247166657,,385.2476458496324,,372.8527291201593,,360.30774862231084,,371.25288820331355,,307.6860118090499,,305.28388104015573,,403.0815665213188,,388.6494692420324,,361.10369468195495,,,blank,,blank,,blank,,blank,,blank,,blank,1637.0795947366692,,2037.2991180847068,,1799.9833537241502,,1672.2002865809977,,2111.2969804470663,,4439.02361808381,,2787.4597607252426,,2672,,2737,,3218,,5624,,3564,,3602,,3730,,3909,,3700,,4153,,4015,,4982,,5454,,6108,,5992,,7313,,8187,,8853,,9337,,9961,,9789,,13295,,13957,,14138,,14097,,15347,,15946,,17982,,19558,,18625,,16969,,22274,,24003,,23191,,24119,,28033,,26980,,26231,
85,,      Air Transport,62,,,blank,59.56354328931742,,67.30044103442825,,74.165021010861,,77.75404631847344,,81.36798161143545,,74.0013905986969,,73.02444012531716,,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,0.3096930003662529,,1.6513479902503705,,3.1244071939556473,,6.731885976238041,,6.727471592119556,,8.483302260041029,,8.630847576286838,,5.695527814677282,,5.184297755760275,,5.041388713615163,,8.30921377280746,,10.140925611195373,,11.908487457523156,,15.698667552094067,,14.642949517275134,,8.61031327521939,,12.63473113925396,,20.663897082333754,,28.23713857996919,,32.70317883498324,,46.43871175111764,,172.1078188289129,,243.50792296294998,,250.04296725106488,,264.23147128299763,,348.4210252002676,,452.41685357822024,,516.8281662509188,,600,,619,,754,,1097,,1258,,1420,,1410,,2130,,1376,,1607,,1908,,1951,,2209,,2361,,2984,,2856,,3282,,3377,,3628,,3555,,4129,,4523,,4665,,5997,,5600,,5881,,5315,,4522,,5774,,7630,,8709,,9362,,9509,,10159,,10719,,12251,,9125,,7346,
86,,      Supporting and auxiliary transport activities; activities of travel agencies,63,,,blank,16.618702866840174,,19.883642918902535,,21.893012407605546,,20.909418738246906,,24.63322205676674,,22.003599569153653,,24.433011217100464,,23.09743490419469,,22.56181584896586,,23.135331643131128,,27.499052037653613,,27.67539426789642,,32.52147414136375,,25.561698153249665,,26.807392135897434,,31.0682622827377,,30.813520442465478,,29.669325959210795,,31.247363120764,,35.99796301032658,,32.653572874141105,,33.891466349757856,,31.929243543425724,,30.050155693672863,,31.289496431763816,,36.83842650036891,,37.35849483547891,,37.31818909905047,,39.0932562441381,,38.12931009433973,,38.00042447167649,,36.17137275914165,,32.49525106109475,,31.79563075289279,,32.27157126876002,,32.91106537324274,,35.87090385062141,,36.851424612875405,,33.92664082292766,,34.50812796739465,,32.466428815361446,,34.411246224384456,,35.14013165629577,,34.583843694605086,,33.471181469850734,,35.724562577138116,,34.185051784587905,,34.997243241591725,,34.861034893397395,,34.12020591988715,,33.55471509525251,,32.53741744977699,,37.54736101068051,,40.81010302346128,,39.75097381306744,,37.759659164500704,,39.15406576416137,,35.23492091308701,,37.72431498233715,,39.30327247646578,,39.75446935353952,,43.04713065805072,,45.54103683623255,,53.64097075993743,,52.601566655410586,,58.66264345294282,,57.27843710578448,,59.52961142263493,,68.5719559310458,,73.40604219173865,,80.34434454302777,,86.43839412617154,,92.8258495849233,,85.20909533691992,,94.79015500694884,,109.84769983058409,,124.5463091608164,,152.4335927624531,,156.02280067055625,,,blank,,blank,,blank,,blank,,blank,,blank,301.10279175551955,,146.6713211946528,,164.52192332855776,,199.63395104541922,,239.71930221514202,,244.29252608741115,,327.54266057713016,,397.50028169109146,,441.687667847526,,475.06563790321366,,524.2611975367306,,544.724623933401,,537.0550167682771,,523.0206612598682,,546.4425512839404,,518.6957630732793,,536.3991776573603,,619.6285739404776,,677.311840749803,,702.2814721123272,,,blank,,blank,,blank,,blank,,blank,,blank,1599.3761350719265,,2211.224030696634,,1967.3339663396573,,1852.9765393928972,,2160.7055314991517,,4004.992203282032,,2947.7596533133187,,2972,,3139,,4588,,5334,,5771,,5484,,5737,,6132,,6309,,7087,,8189,,10122,,11273,,12471,,13527,,17811,,19389,,22321,,28348,,33573,,43004,,63086,,60279,,73952,,81945,,86130,,97055,,107574,,112150,,117386,,119184,,140213,,152560,,137409,,145688,,163584,,182595,,204259,
