year,miningValueAddedCurrentPrices,ceramicsAndGlassValueAddedCurrentPrices,ceramicsAndGlassValueAddedCurrentPrices_state,diamondCuttingValueAddedCurrentPrices,diamondCuttingValueAddedCurrentPrices_state,paperValueAddedCurrentPrices,printingValueAddedCurrentPrices,printingValueAddedCurrentPrices_state,woodworkingValueAddedCurrentPrices,woodworkingValueAddedCurrentPrices_state,foodstuffsValueAddedCurrentPrices,textilesValueAddedCurrentPrices,clothingValueAddedCurrentPrices,leatherValueAddedCurrentPrices,chemicalsValueAddedCurrentPrices,metalsAndEngineeringValueAddedCurrentPrices,shipbuildingValueAddedCurrentPrices,utilitiesValueAddedCurrentPrices,constructionValueAddedCurrentPrices,industryTotalValueAddedCurrentPrices
1898,3.5950404191967773,16.3908494233204,,17.49303280686326,,3.532995463974448,9.670519052669365,,12.971285177741777,,134.53061908829295,40.91462880902539,32.60819650321687,11.220187109131002,2.584248307600045,30.125263020305308,28.46922,14.34227800474243,60.0696,418.51796318608
1899,4.028971332150322,17.04404631783806,,17.281141154885475,,3.5262342424556143,9.586111732286378,,13.438594019682549,,148.96087490368342,38.755251221011335,33.189319979753954,10.91406537333324,1.8939157722042554,34.94867849073483,19.285709999999998,14.872505816964829,69.3396,437.06502035698423
1900,5.156175308387259,17.559402975163756,,17.34198937788,,3.924301159376945,8.75302885057712,,13.94742933211878,,138.11164239457187,43.20937095643443,39.49511920289507,12.159548216212706,2.084211621643419,40.2367724815639,32.58468,15.732568318653389,74.6544,464.9506401954786
1901,5.4410465930970675,17.220258898830224,,17.459235707909837,,4.558092185229351,11.038222154401309,,14.103973828092354,,147.65796008197012,44.07465495544603,37.84335171513328,11.883292694450482,2.4294660554962415,44.73934417468823,25.24872,16.606554660720036,72.8004,473.10457370546453
1902,5.143114994223845,18.565966683294704,,18.083889444382045,,4.818803417164811,11.198563661951995,,15.408624401881578,,141.70912840821956,43.79414654086488,38.14847651460815,12.234396470241343,2.6368374138162554,43.890332860289924,29.09976,17.91849422928073,76.3848,479.0353350402198
1903,5.0541936388486715,22.03751056214889,,18.456857144281436,,5.6668546132875255,17.355704634463297,,16.873157301213087,,149.30016197589873,47.195294493843924,41.57820963663636,12.31270833922182,2.7111589525539928,44.444897068960586,18.55686,20.02348502855493,84.7896,506.3566533899132
1904,5.053418326372277,23.65231446152723,,18.886518193948255,,5.273064903892239,12.461858440602647,,17.359738907504912,,154.00002264560706,56.587366743895004,46.15423525380502,12.407836052163374,2.67274558567423,45.18668586563984,23.06556,21.895062761881338,87.3852,532.0416281425134
1905,6.34411858435226,21.6519089057538,,19.713135564686628,,5.883530450420052,17.35371676131793,,18.312023348735206,,162.79217740450972,55.549390758675464,46.667413448833706,12.9075740092012,2.406525148969133,53.18161936178837,22.706220000000002,23.736491273927545,86.64359999999999,555.849445021171
1906,6.603352034862458,21.148199603832193,,20.090087202185586,,6.351395955792602,11.830567901579458,,21.74623431254363,,165.22937682698355,60.523540621010596,51.05679549669023,14.49743674680208,2.9767501150390063,51.6204756665129,31.0185,25.74353979179587,92.9472,583.3834522756301
1907,7.867891537552563,21.225970736723024,,18.76742330627158,,7.13573439774643,18.43493136018813,,20.711306874468686,,166.88964126193352,64.33945726773584,52.42127129624326,15.679112315986925,3.601156709519868,53.67652602800896,25.04193,28.311943762570053,76.2612,580.3654968549488
1908,8.967397508557536,21.227936995146703,,16.87160086095836,,8.062521488286727,13.193892622474506,,19.396745353649713,,169.54022993888654,56.76701670368432,44.167939184181016,14.93171175332913,4.447818886006558,56.02894284285001,26.34708,29.914836366051993,79.47479999999999,569.3404705040631
1909,9.56322660040413,22.070347413116274,,17.75732831717887,,8.945802597076575,18.080020759505736,,20.21902445172761,,169.78657243790573,47.30594633526647,41.16284914963383,15.5881580565548,6.018324747809511,59.148514516956084,32.110079999999996,32.40751995647283,89.61,589.7737153396084
1910,10.284852214085673,20.97936939128813,,17.791018517715166,,9.191591484218371,12.745235661864678,,24.76839174195281,,191.24137446737632,51.83448847525853,42.60454514406881,17.89924048189085,7.342099234901295,56.650895689192986,25.584329999999998,34.17808268697428,99.1272,622.2227151907879
1911,11.0192935726473,23.248650664687116,,16.68215900660274,,9.027534545963356,18.690272390036387,,28.274644707883525,,198.52999730343961,63.28595285895264,47.867341509409115,18.666496877168637,16.182085558200058,63.24814754589535,22.353659999999998,36.04680551430314,103.7004,676.8234420551889
1912,12.775901736751226,24.899176837279146,,15.855223239537581,,9.197702537527107,19.36694269769833,,32.104021693404206,,209.25139645627186,61.413654804525486,48.05154874390316,19.401196514645303,13.11158738576696,71.87902319367122,33.632189999999994,39.33620778788614,111.4872,721.7629736288677
1913,14.42497735125,28.2,,16,,9.2,20.1,,37.1,,208.72771537583398,66.6,57.1,22.1,13.2,89.8,33.9,42.2,123.6,782.252692727084
